msa,Node count,Edge count,Degree average,Edge length total (km),Edge length average (km),Streets per node average,Intersection count,Street length total (km),Street segment count,Street length average (km),Circuity average,Self-loop proportion,Node density (per sq km),Intersection density (per sq km),Edge density (km/sq km),Street density (km/sq km),Building area (sq km),Area (sq km),Carbon Dioxide (Ton),Methane (Ton),Nitrous Oxide (Ton),"    Car, truck, or van:",    Public transportation (excluding taxicab):,    Bicycle,    Walked,"    Taxicab, motorcycle, or other means",    Worked from home,Median Income,Employment Rate,Unemployment Rate,    Total population,Total housing units
"Hilton Head Island-Bluffton, SC",16601,40118,4.833202819107282,9762.903340999968,0.2433546871977658,2.5817119450635504,12324,5174.980220999996,21459,241.15663455892616,1.1033645620219807,0.0277272939093154,4.032417342622811,2.993525168994851,2.371429476935032,1.2570134323769901,2.6063743671211705,4116.885379032267,861610.925688152,96.76662983065,11.175316121400002,88.56905071521456,0.6262678803641093,0.2548764629388816,1.6291287386215867,1.3815344603381017,7.539141742522756,"67,723",0.502,0.05,"219,290","113,293"
"Hinesville, GA",6547,16094,4.91645028257217,6514.577601000063,0.404782999937869,2.5425385672827248,4735,3327.1953470000003,8301,400.81861787736426,1.0955647148290877,0.011083002047946,2.5144599345176246,1.818537924231091,2.5020076932977857,1.277852358995718,2.2661757257807875,2603.7400358323785,312087.915033243,20.916000678806,3.9191006878608,91.35101719680792,0.5507474429583006,0.3090929526806789,3.020681128470271,1.222322131055412,3.546139148027425,"50,588",0.487,0.1,"81,275","35,606"
"Hickory-Lenoir-Morganton, NC",26594,61102,4.595171843272919,17429.618404000073,0.2852544663677142,2.356057757388885,17107,8953.519328000053,31270,286.3293677006733,1.1060967218136248,0.008538535337384,6.155251423964763,3.959460258320117,4.034131138617128,2.072315657410256,5.156065266712917,4320.538377434807,550661.6740640423,60.62190306428625,12.74101218810325,92.77915814983903,0.2864102030574901,0.0281514302150524,0.7386690493384414,2.018335148896586,4.149276018653382,"49,706",0.555,0.062,"367,982","165,598"
"Homosassa Springs, FL",15373,40107,5.217849476354648,8632.104719999976,0.21522688607973608,2.7133285630651143,12095,4477.0263389999955,20856,214.66371015535077,1.0841557908019928,0.017644802454929,7.676923840285411,6.039965774295977,4.310675243401293,2.235724337179131,1.4475959415524722,2002.494790859937,821910.9201300631,81.87671178559529,12.4437562926,88.97163273212517,0.116224011019758,0.3013215100512246,0.9190306056562352,2.0210064138435717,7.670784727304033,"45,689",0.368,0.079,"147,938","80,222"
"Hot Springs, AR",11248,27899,4.960704125177809,7466.417120000029,0.26762310907201076,2.5250711237553345,8139,3785.520900999999,14158,267.3768117671987,1.1403922408892633,0.0216132222065263,5.916547156195109,4.281185748957324,3.927401224955783,1.9912173650007727,0.9523268402824572,1901.1088229428583,531382.1615213,56.3460193669,8.1485654407,92.13225473148356,0.2494896801995917,0.0201607822383508,2.02615861495426,1.627983165746831,3.943953025377385,"48,150",0.499,0.063,"99,043","50,974"
"Huntington-Ashland, WV-KY-OH",26984,63427,4.701082122739401,21211.677771999624,0.33442662859664846,2.4269937740883485,17983,10992.125009000016,32631,336.8614203977817,1.1286868344022047,0.0094082314363641,4.110107417335434,2.739106940629377,3.230887716603351,1.674281593973069,8.091922799164772,6565.2785341298,284004.37013256026,21.809912122328672,4.599190103628572,92.93878714458776,0.4909855340981971,0.1667498040333499,1.9732060143946413,0.7268581201453717,3.7034133827406825,"48,085",0.49,0.054,"359,481","167,999"
"Huntsville, AL",34534,82322,4.7675913592401695,16476.16622700007,0.20014292931415742,2.5170556552962298,24501,8719.353397999988,43508,200.4080490484506,1.0753252551035644,0.0113082651466396,9.403926347689064,6.671848017742798,4.486611851826915,2.374360258130083,18.617405630188696,3672.295881867092,1697533.04544215,121.15670151479999,26.05430176345,92.13902947976618,0.169460206146538,0.0698572658316845,0.7147975716713013,0.8829057017049681,6.023949774879327,"66,450",0.599,0.046,"464,607","200,378"
"Idaho Falls, ID",11454,29377,5.129561725161516,13875.15159200001,0.47231342860060627,2.63899074559106,8564,7075.947988999999,15059,469.8816647187728,1.0850481052515657,0.0077030347300617,0.8447011933616015,0.6315715924523098,1.0232545056605145,0.5218318238582962,8.092555569480455,13559.8245746727,366455.8453817118,33.16023675989823,5.133744870706667,87.76016229619054,2.6057555037944247,0.3771883687730107,1.5853933428507023,1.2758283868059208,6.395672101585394,"61,877",0.627,0.038,"148,811","54,612"
"Indianapolis-Carmel-Anderson, IN",96972,245920,5.071979540485914,56956.78354099935,0.2316069597470696,2.7234150063935982,75468,30256.16957799971,132195,228.8752946631848,1.0639664200837826,0.0089564658269979,8.6312255592665,6.717210437102713,5.069575195651147,2.6930229776340866,132.28008663040816,11235.020952023511,1350049.132706609,103.76910220111819,17.35329525712818,89.05201881948692,0.7860916311871439,0.2298004239728752,1.5633752357879025,0.8845633890911105,7.48415050047405,"63,545",0.64,0.045,"2,050,933","868,045"
"Iowa City, IA",8253,21718,5.263055858475706,8442.990503999938,0.38875543346532543,2.802859566218345,6621,4415.716697000008,11501,383.9419786975053,1.0479432480786126,0.0128684462220676,2.6681504111756005,2.140533608674864,2.729573316951305,1.427577404669276,5.391074826549217,3093.153956175839,597285.5910745555,42.2789566251235,6.9934403433,78.5931567138419,4.193993786675872,1.543622713151536,7.715956161546428,1.3224887814981017,6.630781843286158,"63,131",0.6729999999999999,0.036,"172,919","74,678"
"Ithaca, NY",3572,9411,5.2693169092945125,4064.930026,0.43193390989267877,2.730963045912654,2845,2053.190566000003,4829,425.1792433215993,1.0590545389774202,0.0147028370262994,2.80562959172771,2.234606995650989,3.192801783104168,1.612679789872837,8.753710939573152,1273.154521370855,362434.426197076,35.5496881851746,5.09610060311,67.37421383647799,6.311482019029188,1.241735203999355,12.862844702467344,1.0079019512981775,11.201822286727946,"61,361",0.575,0.0409999999999999,"102,237","44,019"
"Houston-The Woodlands-Sugar Land, TX",265501,643472,4.8472284473504805,119580.51635100396,0.1858363943590459,2.781831330202146,209233,67595.27299500076,369740,182.81839399307827,1.073320760584056,0.0086276843187104,10.261375613632294,8.08666786101418,4.621679746403027,2.6124966983465914,270.61431125148965,25873.82140531728,4048004.345924237,252.03868738658463,50.27930549746534,88.51657545948704,1.929058592144212,0.2597914638637714,1.2418337609704586,1.353971982254715,6.698768741279794,"69,328",0.626,0.059,"6,979,613","2,646,682"
"Jackson, MI",30869,81133,5.256600472966406,13724.225753000042,0.16915713400219448,2.88175839839321,25461,7577.320494999975,44456,170.4453953347124,1.0521051438753888,0.0064333273348929,19.37008264015369,15.97660028186702,8.61185613423617,4.754715869612872,37.08453069817727,1593.6431750688223,842348.52459264,73.267475000581,12.43206986687,92.12076799061995,0.376667155210318,0.2022570716693536,1.9404953832624945,0.6976403341638575,4.662172065074014,"54,511",0.5379999999999999,0.063,"158,174","69,719"
"Jackson, TN",11453,29163,5.092639483104863,12540.62940999989,0.4300184963823986,2.679123373788527,8848,6561.359426000038,15259,429.9993070319181,1.075306793568067,0.0052428075234287,2.580274045502541,1.9933873006728795,2.825308703474074,1.4782245202236404,2.369379966840448,4438.675814285215,343294.8705809924,26.552213500744923,5.1258391709,91.98560463201508,0.2642692093171496,0.1314706116703407,1.2748665374093648,2.266872061831027,4.076916947757032,"48,146",0.531,0.063,"178,601","79,575"
"Jackson, MS",44622,107594,4.822464255300076,38085.865674999564,0.3539775979608488,2.5496167809600645,32112,19895.085869000064,56824,350.1176592460944,1.085755687247434,0.0058601999155286,3.1326328066481848,2.25438359300539,2.673771509190526,1.3967101134936202,6.110880417475596,14244.248449834786,697902.4110819375,41.28157611119986,8.71222636907857,94.17537110407774,0.3329782587037988,0.0697376790380798,1.0912797247277548,0.8157775751212746,3.5148556583313533,"53,639",0.565,0.072,"596,287","252,597"
"Jacksonville, NC",10524,24673,4.688901558342836,6220.809909000008,0.25213026016293144,2.446503230710756,7039,3273.983650000006,12865,254.487652545667,1.0765484334712607,0.0087835211815001,4.486841080101803,3.0010332917936706,2.6522031025470914,1.3958422972635567,3.861514058768728,2345.5254625958846,899173.7077170679,71.2912403327294,15.050257316889999,85.02515130079384,0.4902538709423877,0.1847048652047473,7.93444942230606,1.7379941837616912,4.627446356991276,"51,560",0.424,0.08,"198,377","80,247"
"Janesville-Beloit, WI",7751,21099,5.444200748290543,6813.876590999997,0.3229478454429118,2.926203070571539,6491,3587.880943000018,11280,318.0745516843987,1.039044603190525,0.0049645390070921,4.121256117402335,3.451306084125733,3.622981626097704,1.9076991723455143,5.628347009663466,1880.737275043592,1149566.50565377,82.70079815088499,12.778112588699999,92.13530225884683,0.5294767449242608,0.194268445979405,1.7039755196363495,1.0170524524804143,4.419924578132737,"59,519",0.621,0.045,"162,532","69,278"
"Jefferson City, MO",11295,27633,4.892961487383798,14150.557218999977,0.5120890681069727,2.5440460380699426,8134,7336.2587350000085,14279,513.7795878562931,1.0972238476503615,0.0091042790111352,1.9232419148665325,1.3850066166909585,2.4094683277820232,1.2491722264238816,1.5834524911246184,5872.8961305857565,348616.5250039515,24.971124731046373,4.650542489125,92.5363360712913,0.5039361111506541,0.1281193502925391,1.494725753412957,1.1658860876621069,4.170996626190442,"60,586",0.586,0.042,"151,094","65,288"
"Jacksonville, FL",70409,169264,4.8080217017710805,33492.72767099981,0.1978727175949984,2.6681390163189365,52851,18583.42782800023,94054,197.58253586237936,1.0779967075043893,0.0074531652029685,7.355381081281469,5.521158453135351,3.498867694070139,1.9413454738944236,92.09213255328184,9572.44760290968,2144009.063361081,148.59589626140502,22.234163155002,87.00678621037663,1.1227619835096048,0.4792443981883327,1.439652914614966,1.8222256960013603,8.129328797309102,"63,064",0.59,0.053,"1,533,796","656,551"
"Johnson City, TN",13294,31783,4.781555588987513,8619.676175999943,0.2712039825063695,2.4957123514367385,9273,4502.104313000022,16551,272.014036191168,1.105992528433667,0.0081566068515497,5.939238407831017,4.142813130421019,3.850933639804788,2.0113638372071163,2.69584542244184,2238.334124198747,377886.02701813215,34.01301870647966,8.069635692499999,91.66900830626398,0.4012633613955423,0.0449594802684081,1.5196304330721937,1.4735469657970754,4.891591453202801,"45,970",0.537,0.052,"203,147","97,928"
"Johnstown, PA",9677,25306,5.230133305776584,6549.145197000039,0.25879811890460913,2.687919809858428,7348,3401.330982000008,12962,262.40788319703813,1.0819570042621436,0.0043203209381268,5.385661260164829,4.089473900970463,3.644877294066102,1.892985067971049,1.5075098513303429,1796.8081415695708,617681.8479583601,73.6130754165,15.551691902200002,89.9290246263039,0.95709216044736,0.1039538301609492,3.041545685916048,1.340645947592931,4.627737749578808,"47,644",0.521,0.052,"131,611","66,072"
"Jonesboro, AR",10764,27242,5.061687105165366,11360.38323600006,0.41701722472652747,2.587421033073207,7891,5804.953953999999,13878,418.2846198299466,1.0657620951536124,0.0036028246144977,2.813465150599534,2.062528196152074,2.969346184684256,1.5172831336319181,3.0531167708858047,3825.8870907664345,510784.4054717679,36.269680088299395,6.10593023615,94.20270338512296,0.1481306916693319,0.104364805494302,1.5924049354453178,0.2541788004780581,3.698217381790025,"47,610",0.583,0.057,"132,828","57,150"
"Joplin, MO",14240,38537,5.4125,12321.944704000036,0.3197432260944037,2.786306179775281,11079,6368.807756000008,19764,322.2428534709577,1.0486397350956322,0.0081967213114754,4.335640701091278,3.3732137168111143,3.751652034779401,1.9391054862597923,3.844943157566821,3284.405000722454,774522.9581605375,51.443971029000004,10.6054377909,92.14600813078452,0.1878235941033277,0.2075944987457832,1.2949942540808383,1.1294129277002731,5.034166594585243,"50,244",0.5920000000000001,0.049,"178,816","76,573"
"Kahului-Wailuku-Lahaina, HI",3984,9440,4.738955823293173,2514.716344999994,0.2663894433262705,2.535140562248996,2805,1331.0704990000004,5055,263.3176061325421,1.1492802240025406,0.0065281899109792,0.6310407611246496,0.4442945117858037,0.3983153906529601,0.21083326827297372,4.627941368112381,6313.379809094518,345543.076398912,39.50981820477377,8.021931979809187,87.05840776982976,2.2458902523732345,0.492316691241881,2.395778749954302,1.5390989629665737,6.268507573634248,"84,363",0.627,0.051,"166,657","73,535"
"Kankakee, IL",5279,15028,5.693502557302519,5809.331440999998,0.3865671706813947,2.926501231293805,4371,2955.4281839999962,7663,385.67508599765057,1.0337903779917432,0.0092653007960328,2.99171018140624,2.477129229575047,3.29225914362627,1.6748976299465321,2.308587589316784,1764.5425792944388,621328.81433663,51.0380792049,9.3854158787,89.65434228739944,1.6129355828836238,0.1524665476357654,2.2207956346420046,2.2849920757518007,4.074467871687364,"59,370",0.579,0.054,"109,924","45,626"
"Kalamazoo-Portage, MI",9692,25454,5.25257944696657,6784.234517999941,0.26652921026164617,2.7696037969459346,7842,3544.4361920000024,13398,264.54964860426946,1.058547745147224,0.0145544111061352,6.453229219335992,5.221442791790429,4.517150270572126,2.359993726814529,9.957839241187866,1501.8837345742484,1282788.3101283,105.0278569039,18.862819880399996,88.3682384286511,1.6667699361794412,0.439928124419109,2.920719995043063,0.6428527170208811,5.961490798686412,"58,836",0.619,0.062,"264,322","112,585"
"Kennewick-Richland, WA",2282,6871,6.021910604732691,4582.286304000003,0.6669023874254115,3.0784399649430325,1981,2319.4096060000056,3473,667.8403702850578,1.0202518787293144,0.0020155485171321,0.677690401722787,0.5883017904526034,1.3608113261027988,0.6888000121164921,0.6514300663650183,3367.319345528321,869397.8860186951,76.0998333994,17.0411454829,91.17458880808964,0.6351237476982616,0.1794575699884523,0.9690708779376423,0.9417621172872256,6.099996878998783,"70,545",0.596,0.054,"294,396","106,104"
"Killeen-Temple, TX",21883,57563,5.260978842023489,17829.709769999954,0.3097425389573156,2.774893753141708,17589,9354.358696999925,30333,308.3888404378045,1.0809941190639392,0.0030989351531335,2.9575949262564545,2.3772397366871445,2.4097728443255955,1.2642875209354256,10.948905940569292,7398.917209970394,919210.6454212599,52.266226212633335,11.425148931799997,90.06353087359962,0.4529330420666573,0.1848808545603944,3.204601479046836,0.9725033569152454,5.121550393811251,"55,306",0.517,0.073,"452,428","178,448"
"Kingsport-Bristol, TN-VA",21893,51603,4.714109532727356,17509.22504099996,0.3393063395732798,2.488695016671996,15240,9192.94435600008,27191,338.08776271560737,1.1193628023610642,0.008421904306572,4.129593673422753,2.8746634806998927,3.3026988058214353,1.7340302769225475,4.545265607954248,5301.490105648653,481385.12714411947,42.65046569330525,8.56347043900475,92.51045394314006,0.1737695292353347,0.1063247347832641,1.460774901014846,1.169572082615906,4.579104809210579,"46,685",0.504,0.061,"307,267","149,597"
"Kingston, NY",12384,29345,4.739179586563307,8734.631541000008,0.2976531450332257,2.4179586563307494,8432,4468.101669000016,14924,299.39035573572875,1.1049144107122495,0.0121281157866523,4.117509827425351,2.803524133143618,2.904144961967617,1.485582407303228,6.109880224018515,3007.6430947448703,1019667.0249361299,79.1474843703,13.34257857,82.84154706185134,2.432396844587558,0.4129807634757418,3.325392930248148,1.38857300183148,9.59910939800572,"65,306",0.57,0.054,"178,371","85,372"
"Kansas City, MO-KS",119377,305629,5.120400077066772,76547.9436839988,0.2504603414073887,2.773189140286655,94372,41028.02102600112,165649,247.6804630634723,1.055128779568106,0.0073649705099336,6.267811020991377,4.954939910309341,4.01909953388672,2.1541493114773846,112.44610408267468,19046.04328372335,1012824.6948970953,84.78917850314893,14.570244659264286,89.03912707587752,0.8376339744192521,0.1441844085396995,1.179011765226482,0.9485379664098268,7.851504809527234,"69,240",0.653,0.042,"2,144,129","918,223"
"Kokomo, IN",3523,9953,5.650298041441953,3173.8521910000177,0.3188839737767525,2.959409594095941,2977,1644.1221380000072,5175,317.7047609661849,1.025568463106408,0.0038647342995169,4.6322351596132805,3.914324175466573,4.173156318639207,2.161782677928524,7.510738387178765,760.5399723044535,487113.03994345997,43.047477448946,7.3370857522,92.51642935377876,0.1588170865279299,0.2820372398685651,1.3608981380065717,0.8680175246440307,4.813800657174151,"56,387",0.565,0.053,"82,486","39,662"
