msa,Node count,Edge count,Degree average,Edge length total (km),Edge length average (km),Streets per node average,Intersection count,Street length total (km),Street segment count,Street length average (km),Circuity average,Self-loop proportion,Node density (per sq km),Intersection density (per sq km),Edge density (km/sq km),Street density (km/sq km),Building area (sq km),Area (sq km),Carbon Dioxide (Ton),Methane (Ton),Nitrous Oxide (Ton),"    Car, truck, or van:",    Public transportation (excluding taxicab):,    Bicycle,    Walked,"    Taxicab, motorcycle, or other means",    Worked from home,Median Income,Employment Rate,Unemployment Rate,    Total population,Total housing units
"Lakeland-Winter Haven, FL",32937,83456,5.06761392962322,16963.21844100002,0.2032594234207249,2.760633937517078,26143,9222.221994000029,45493,202.71738496032413,1.1035374634675306,0.0078913239399468,6.329967384028228,5.024268674155205,3.2600607055796305,1.7723643449703355,17.384145539031834,5203.344346308423,4441534.4686213,345.76889616370005,54.2170618138,91.97434035674164,0.392498013535359,0.3435213853193413,0.8815793078883196,1.184001424774639,5.224059511740691,"51,535",0.523,0.054,"705,735","300,596"
"Lancaster, PA",17521,46988,5.363620797899663,13632.833516000084,0.2901343644334742,2.7933337138291194,14340,7043.562145000035,24443,288.16275191261445,1.0685731709218904,0.0077322750889825,6.8788342181695885,5.629957347671474,5.352320168966989,2.765338525245718,18.661546043020167,2547.088568251936,2732419.6178411,304.4299478507,54.6672387245,87.16036525264548,1.050752264231649,0.7390600881516058,3.6752152647337786,1.1738669543062246,6.200740175931264,"69,588",0.638,0.036,"543,050","212,160"
"Laredo, TX",13776,37705,5.474012775842044,18674.17979200011,0.4952706482429416,2.901132404181185,11307,9625.12031099998,19948,482.5105429616994,1.1062473439714455,0.0030579506717465,1.5774726979086755,1.2947505658575342,2.1383571993117076,1.1021606057410516,6.434803240082102,8732.95621424285,1528358.8685058001,97.6781827742,20.1246354273,91.6861529537586,1.003317200500299,0.068881759022604,1.6196276759657042,1.9948519948519947,3.6271684159008095,"50,296",0.574,0.057,"274,847","84,553"
"Las Vegas-Henderson-Paradise, NV",78221,184805,4.725201672185219,26382.92330800017,0.14276087393739437,2.669909615065008,58830,15408.446662999893,104877,146.91921644402387,1.0651803557454282,0.0030988681979843,3.7524308954975374,2.82220260009614,1.2656460098244964,0.7391765805840725,51.21276692294843,20845.42052296172,11866978.25001466,940.923781387525,144.62130695,87.5724875759921,3.045816723371737,0.2421038797949856,1.34086804997834,2.19412116875721,5.604602602105632,"61,048",0.59,0.07,"2,228,866","912,465"
"Lawrence, KS",5389,13665,5.071441825941733,4433.291493,0.3244267466520307,2.74410836889961,4176,2338.4304240000006,7360,317.7215250000001,1.04981166015698,0.005570652173913,4.382077328218913,3.3957236820638674,3.604940831482849,1.9014998969433556,6.189370426293918,1229.7820408820464,643850.6913764,48.4930364463,9.1901964276,84.10732406136215,1.9802423446546888,1.0565271891601504,5.055810899540381,0.8520861935175789,6.948009311765057,"61,020",0.674,0.043,"121,304","51,039"
"Lawton, OK",10116,28316,5.598260181890075,11880.239263999963,0.4195592337900821,2.915678133649664,8349,6178.605259999995,14705,420.1703679020738,1.0468023880272903,0.0066643998639918,2.260597731218609,1.8657305711688577,2.6548479563594856,1.3807177770711105,2.010057810771668,4474.922654437426,351925.32242444454,27.060684445374,4.9185537778,84.43935126056301,1.2474412582885734,0.1102227198768305,1.5326206763825951,1.478384099935266,11.191979984953724,"52,219",0.501,0.067,"127,157","54,659"
"Lebanon, PA",5405,14691,5.4360777058279375,4089.27224200001,0.27835220488734663,2.839222941720629,4461,2121.6233259999976,7635,277.8812476751798,1.0690150421471196,0.007727570399476,5.759934777309853,4.753944318516052,4.357805994557575,2.2609457871931893,2.99314214551833,938.378681177424,806066.7926427,70.7135788473,15.417122298599999,89.55870408807868,0.5926059621574467,0.1143097795024516,3.1705923051469487,0.7204524260746623,5.843335439039798,"61,632",0.602,0.049,"140,410","57,970"
"Lewiston, ID-WA",4204,10819,5.147002854424358,5102.4586530000015,0.47162017312136073,2.672930542340628,3134,2609.800922000006,5595,466.4523542448625,1.1599275988464273,0.0023235031277926,1.0837586943892823,0.8079209677012397,1.3153743881899571,0.6727864985353644,1.0740700252823872,3879.092294036017,197675.2319131915,19.4037531697115,3.9225771207999998,88.62305207482872,0.521813212168542,0.3194774768378829,2.914344538710021,1.206914912498669,6.414397784956161,"55,657",0.562,0.042,"63,104","27,998"
"Lewiston-Auburn, ME",6319,15316,4.847602468745055,4391.505032999994,0.286726627905458,2.5043519544231683,4444,2241.1157959999978,7869,284.8031256830598,1.060924953578394,0.0102935569958063,4.91041037125457,3.4533729529759944,3.412579816341164,1.741541105849158,2.208715210906314,1286.857822920724,518663.46347097,40.6681170516,7.554639381099999,88.50876034928238,0.1376761028233031,0.1640797389811968,3.3834373762329557,0.7072402542292967,7.098806178450862,"55,002",0.621,0.045,"107,958","50,053"
"Lexington-Fayette, KY",22248,53895,4.844929881337649,13200.518035999901,0.2449302910474052,2.63183207479324,16504,7164.69408200003,29306,244.47874435269333,1.085094341534045,0.0136149593939807,5.789224436791331,4.294559515677999,3.434949729967428,1.8643483486897159,34.16913967689948,3843.001811885345,578824.7195053537,41.06038959759342,7.437436672783332,87.7034435832662,1.1907462009525969,0.3398221506166853,3.0318079789771706,1.164545874035085,6.569634212152259,"60,769",0.632,0.049,"514,273","222,191"
"Lansing-East Lansing, MI",17096,46923,5.489354234908751,16149.187395999923,0.3441635742812677,2.895589611605054,14379,8428.348505000014,24625,342.2679595939092,1.0388577389012317,0.016,3.1396030896770526,2.64063832630243,2.9657252365614815,1.5478280888613134,24.673607641321748,5445.274294770342,713770.6179706525,54.82892824067375,10.269529170025,86.44444107087284,2.0194621346105674,0.90972575393,3.0536726809014523,0.7594331387625908,6.813265220922554,"60,278",0.6,0.055,"547,786","233,860"
"Lima, OH",5387,15034,5.581585297939484,4440.8764630000105,0.29538888273247377,2.894560980137368,4472,2327.932454999998,7729,301.1945212834775,1.0372522087736016,0.0128089015396558,5.10457904876151,4.237549193625668,4.208057351247071,2.205887365272867,3.469816985311318,1055.3269816258428,700107.83400118,59.187580591599996,10.5318856956,92.25702983000107,0.7206243985886881,0.1454078905164118,1.4754624184753555,1.890302576713354,3.511172885705122,"51,892",0.5820000000000001,0.0559999999999999,"102,808","45,126"
"Lincoln, NE",16278,43411,5.3337019289839045,13222.088092999857,0.30457921017714074,2.989249293525003,13784,7082.717609000023,24257,291.9865444613935,1.023291205837848,0.0021437110937049,4.418367300690759,3.741416320968266,3.5888955447206787,1.9224749897796005,9.276848938881471,3684.16632031817,1082484.2756657857,96.81609664245998,16.85228879531402,89.02712773718532,0.9837592736006824,0.9091215192430722,3.094941468287372,0.6706174169725131,5.314432584711045,"62,883",0.6809999999999999,0.033,"333,193","140,312"
"Logan, UT-ID",7233,18868,5.217198949260335,7199.934203999982,0.3815949864320533,2.649246509055717,5372,3607.2697129999933,9566,377.0927987664639,1.106375930780123,0.0058540664854693,1.5183325955702482,1.1276763035259745,1.5113915094558692,0.7572286998840349,9.832919861435895,4763.778384987819,363572.45438717195,35.792282055768,6.45468083975,85.32339800293862,1.6312333203394405,1.1829440163123333,3.944646016372305,0.6746828990374524,7.24309574499985,"60,466",0.667,0.027,"140,072","47,201"
"Little Rock-North Little Rock-Conway, AR",51686,127721,4.94218937429865,38173.57904799906,0.2988825568857045,2.5808536160662463,37792,19732.795007999972,66632,296.145920998919,1.0961481861502227,0.0079991595629727,4.754734599316246,3.4765880504848425,3.5116905366879787,1.8152730558710748,11.762849337210872,10870.427974556707,895864.7610266887,66.36207953116183,11.139966905383332,92.29520154217538,0.4361971252091257,0.1580382417811431,1.2602536716393715,1.1369491093705677,4.713360309824422,"55,983",0.59,0.045,"740,602","327,597"
"Longview, TX",19291,49953,5.178891711160645,19136.20973200014,0.3830842938762465,2.696542429112021,15115,9881.38529899998,25923,381.1821663773475,1.0712264852913047,0.004281911815762,2.7362805161901447,2.143946918366805,2.7143247028873683,1.4015987800850849,16.56134822649945,7050.081263912148,586829.3579718,35.236599034392334,6.624332887028885,93.8511995241557,0.108221531954266,0.0875685678408565,1.3416165488070848,0.8517282400370101,3.759665587205076,"53,524",0.551,0.054,"285,554","119,880"
"Longview, WA",5456,13104,4.803519061583578,5105.958193000009,0.38964882425213737,2.503848973607038,3720,2651.254998999997,6820,388.7470673020524,1.1736802640464352,0.008357771260997,1.8178561970341505,1.239447407068739,1.7012275921815172,0.8833578317173598,4.112283746343966,3001.337514431293,891899.1882694614,81.893536582,17.2827653736,92.00317784587448,0.3677221654749744,0.397230734309386,2.0746793780501647,0.6628078538190898,4.49438202247191,"58,791",0.522,0.065,"108,399","44,970"
"Louisville/Jefferson County, KY-IN",58818,143283,4.872079975517699,35574.257453999526,0.24827968045057353,2.5678023734231017,42306,18743.16087799994,75541,248.11904631921655,1.085997196199856,0.0127745197971962,6.9021365900064975,4.964497102533491,4.174544935828514,2.1994603099123005,83.65510224149611,8521.709072689422,836882.4440269697,70.98958851073408,10.952870757520001,88.78764008736438,1.7375227443615142,0.2005084320956711,1.510160504395887,1.170012271376445,6.594155960406095,"60,891",0.619,0.049,"1,262,287","547,307"
"Lubbock, TX",20004,55241,5.522995400919816,21259.959606999728,0.3848583408518986,2.961857628474305,16986,11189.535907999998,29556,378.5876271484639,1.036331969804433,0.0013195290296386,2.863291681478254,2.43130736360676,3.0430646616319748,1.6016249292630782,21.561359846575638,6986.364724697687,637204.1573273666,44.07170796963334,8.271384411966666,91.89386435906792,0.673122035135276,0.3173382682583537,1.9372621592034616,0.919433873742376,4.258979304592608,"53,003",0.619,0.043,"320,031","134,602"
"Lynchburg, VA",15537,35899,4.621098024071571,15204.160355999935,0.42352601342655605,2.439016541159812,10522,7919.132864999964,18921,418.53669811320566,1.1229499650005297,0.0153797368003805,2.794823903928756,1.8927165551353784,2.7349521015713822,1.4245080665179708,5.208125475420252,5559.205350347562,279812.31110123673,25.21875330488325,5.796504856637,90.202404909608,0.9463302676002462,0.0715152926305985,2.4772564737971297,1.5542102549603338,4.748282801403696,"56,983",0.564,0.045,"262,937","117,059"
"Macon-Bibb County, GA",13604,34105,5.013966480446928,11795.119148000049,0.3458472114939173,2.645692443399,10373,6206.274363999996,17955,345.65716313004714,1.0787910971741428,0.0068504594820384,3.0208704121207943,2.3034025863664365,2.619194828111789,1.37814985266917,12.55519206990783,4503.337827871056,471988.554598591,33.73687263821791,6.596938196168184,91.885056980665,0.8301677408340091,0.0906995603738956,2.0711511374791924,1.1140040121217296,4.008920568526186,"46,083",0.526,0.065,"229,565","102,887"
"Madera, CA",7740,20020,5.17312661498708,9325.102412000002,0.46578933126873134,2.733204134366925,5905,4798.574479999976,10567,454.1094426043319,1.1099268042602244,0.0028390271600264,1.3873468021619186,1.0584344789103526,1.67146653890447,0.8601145942847233,1.456670525218512,5578.994371082031,1190608.59695524,30.2360737418,16.7859874872,88.65862514834298,0.3967621375560161,0.2036948474059904,1.9147315656163095,3.886143436597764,4.940042864480933,"61,924",0.499,0.096,"155,925","50,480"
"Madison, WI",35315,89323,5.05864363584879,28712.07152999949,0.32144096738801314,2.780433243664165,28081,15228.17943899995,49057,310.4180736490195,1.057942129800193,0.0083780092545406,4.024458167710492,3.200079564136438,3.2719957746225212,1.7353864115147761,60.61495890803019,8775.094317874511,1034208.6373459678,83.40895480182701,12.178542362013175,80.13468745498868,3.803371534637993,2.001831705905213,4.94941067444281,0.9147658867875302,8.19593274323777,"73,807",0.6920000000000001,0.025,"660,212","290,121"
"Manchester-Nashua, NH",16962,43691,5.151633062138899,10838.815488000078,0.248078906136277,2.746138427072279,13841,5652.822416000013,23302,242.5895809801739,1.1092795326382183,0.0446313621148399,7.336811004357914,5.986841239907905,4.688264399632352,2.4450943112480825,19.993016483242087,2311.903630872449,1819886.8938184998,201.7696019822,33.676280775399995,87.75410302965574,0.8290611983338674,0.2038164405995229,2.1236071059845494,0.8228310014596462,8.266581223966678,"82,099",0.672,0.04,"415,305","172,201"
"Manhattan, KS",10770,27827,5.167502321262767,11146.939253999903,0.40057998540985024,2.711606313834726,8235,5740.120309999987,14537,394.8627853064585,1.0674546805314744,0.0105248675792804,2.202055895402183,1.683744688824232,2.2791256545924323,1.1736365616484008,7.773917514515208,4890.884024555139,258163.52041858752,21.072567454715333,3.7743724250666664,85.06455524645125,0.1911691276125258,0.992938155360582,6.743704971823954,0.7960624866252942,6.2115700121264,"54,488",0.581,0.043,"131,571","56,330"
"Mankato, MN",7220,18722,5.186149584487534,8604.900301000042,0.45961437351778883,2.776038781163435,5636,4477.425920999991,9962,449.4505040152571,1.0446083046727883,0.0093354748042561,2.2612410751236776,1.7651460802488983,2.694979779496592,1.4022907760926095,2.1172194739592918,3192.936869681224,363834.087689599,35.622799941290495,4.16002138105,85.76513098464318,1.3170731707317074,0.4643179765130985,2.822041553748871,1.074977416440831,8.556458897922314,"63,288",0.693,0.034,"101,544","42,391"
"Mansfield, OH",6250,16393,5.24576,5195.810338999989,0.3169529884096864,2.70944,4881,2691.2660139999994,8401,320.3506742054517,1.0411848904554306,0.005475538626354,4.825555473806049,3.768565802823572,4.011627363555113,2.0778965512521417,8.806960875853944,1295.1876802424265,774859.97794823,61.050862333806,10.5013665664,93.7601585728444,0.6600594648166502,0.2695738354806739,1.026759167492567,0.9454905847373638,3.3379583746283448,"49,186",0.526,0.057,"121,043","54,149"
"McAllen-Edinburg-Mission, TX",28609,77010,5.383620538991226,18772.762948000207,0.24377045770679398,2.826627984200776,23476,9822.70156699996,40411,243.06999497661425,1.068435899350195,0.0030932171933384,6.980266037429398,5.727873239004948,4.580337643211536,2.3966258919897356,9.554986910767695,4098.554388413504,3433746.1477139,222.6659592371,59.7711933464,88.42141099642531,0.2488355178657093,0.140511598396806,1.1593754352300336,3.735318240200554,6.294548211881587,"41,846",0.541,0.073,"861,137","281,380"
"Medford, OR",10432,26058,4.995782208588957,10121.782916999988,0.3884328389362187,2.595763036809816,7637,5211.5914390000025,13539,384.9317851392276,1.1794175211894902,0.0070167663786099,1.438807624905168,1.0533142092983865,1.396021706155527,0.718795772653729,9.844718858007903,7250.448092869659,1186636.7232504,162.7237752808,35.5708491699,85.55521027553345,0.7157654858089911,1.1549616739175472,2.478765278640978,1.3320903252537808,8.763206960845245,"56,327",0.551,0.051,"218,781","96,318"
"Memphis, TN-MS-AR",64824,161924,4.995804023201283,41930.305560999615,0.25895052963735843,2.64938911514254,48729,22327.85117100025,85904,259.9163155499191,1.0699602349208317,0.0053780964797913,5.326085837275839,4.003684387952215,3.445088340754789,1.834506539224164,86.25113580472656,12171.039292366318,1163458.9615058354,76.80696412157538,14.630776890862501,93.1961633916797,0.6719798176710051,0.1190953991825501,0.9250780181346088,0.952271740643967,4.135411632688165,"53,896",0.591,0.069,"1,343,150","569,954"
"Merced, CA",10563,27378,5.183754615166146,9719.876124999988,0.3550250611805094,2.701315914039572,7913,5111.188956999989,14233,359.1083367526164,1.0516996680614392,0.0018969999297407,2.061907947786271,1.5446253517781654,1.897329341440452,0.9977090914584587,8.012288683256944,5122.925109891918,2045192.2372646101,62.176955063,29.5097190905,88.26671865860791,0.924156755702866,0.3762916747904075,2.365958276467148,4.231819068044453,3.8350555663872097,"56,330",0.53,0.107,"273,661","86,691"
"Los Angeles-Long Beach-Anaheim, CA",250524,641962,5.124954096214335,101322.37916099728,0.15783236260245512,2.805328032443997,197890,56606.576454,352272,160.68996813257937,1.0603964143189517,0.0036193623109415,16.97949084855073,13.412173859668949,6.867215954230096,3.836561953619135,538.7671933500409,14754.50602344671,29275488.653415833,1019.1883681140001,391.16279321425503,82.6203695290593,4.505567796631558,0.6474677378239152,2.3997241341016187,1.554742849066271,8.272127953317332,"76,399",0.609,0.061,"13,211,027","4,661,034"
"Midland, MI",7383,20630,5.588514154137885,5103.740023999998,0.24739408744546768,2.976296898279832,6224,2753.3616339999926,10971,250.96724400692668,1.0404371341564225,0.0008203445447087,3.1572491116358505,2.661617021647235,2.182551626275813,1.1774412261897211,2.719362573955181,2338.428086903374,483933.55926325097,36.016835000905196,6.9131870771,91.76542326148626,0.76088973726769,0.1723269439804872,1.0047986425939182,0.7449826347464144,5.5515787799252365,"64,078",0.5660000000000001,0.045,"83,445","37,065"
"Midland, TX",8203,22982,5.603315860051201,7617.100237000011,0.33143765716647855,2.976593929050348,6906,4046.016996000012,12182,332.1307663766222,1.0408484034708176,0.0010671482515186,1.7403624397470938,1.4651887125311995,1.6160569489532493,0.8584098513247332,2.943735698255958,4713.386023885947,807175.9577875,41.96085562515,8.66901819085,93.19598776083004,0.152989624312697,0.1357351554052499,1.3078887431844848,0.8788276163526353,4.328571099914878,"82,768",0.674,0.034,"176,914","64,303"
"Miami-Fort Lauderdale-Pompano Beach, FL",162184,408488,5.037340304838948,59662.184364998764,0.146056149421767,2.9374414245548266,137548,35052.06451199942,238621,146.89429895943533,1.0715948429471995,0.00864131824106,10.21091645071432,8.659862476957365,3.756261898942661,2.206837309210985,369.4424193678885,15883.393109993978,10699764.31020329,898.6623548679621,129.2641986417,85.87409258191694,3.0235771602492822,0.5154216676547972,1.5284376699060958,1.9409594247167437,7.117511495556145,"59,030",0.594,0.0559999999999999,"6,129,858","2,548,767"
"Missoula, MT",7997,19418,4.856321120420158,9608.121352999997,0.4948048899474711,2.5438289358509443,5576,4933.875463000004,10149,486.1440006897236,1.2757082746374788,0.0046309981278943,1.18008399001299,0.8228271012020048,1.4178304592693811,0.72807145712195,9.52197116205761,6776.636296804579,774535.2544217799,88.3290436382,18.3974091631,81.90399926082202,1.9264825908187937,3.57577344195143,4.541324668524878,0.828495310839737,7.223924727043133,"56,247",0.6659999999999999,0.049,"119,062","54,731"
"Mobile, AL",40634,97715,4.809519121917606,20631.278456000236,0.2111372712070842,2.5220504995816317,29025,10730.103073000071,51268,209.2943565772036,1.0967269796440695,0.0192712803308106,5.742880754255198,4.102158632973794,2.9158579509928546,1.5165059415540352,47.13724000045693,7075.543048650656,1746167.1513248791,133.2437392011435,26.381494709800002,92.61653756885994,0.5011045552417438,0.0816531976175162,0.9792791029333632,0.9524342160454126,4.868991359302033,"49,370",0.531,0.057,"430,313","192,924"
"Modesto, CA",16932,44655,5.2746279234585405,10201.720166000014,0.22845639157989056,2.77793527049374,13478,5341.935508,23495,227.3647800808682,1.0547813422957852,0.001361991913173,4.312612149660698,3.4328718729699315,2.598397255807359,1.360600990698363,5.652725941238383,3926.158766985841,2403429.4593799,66.1860451298,33.387931582,90.9270922264785,0.7562991404472535,0.3879832469906714,1.25602871433616,1.0539913553041511,5.618605316443249,"62,873",0.5579999999999999,0.088,"546,235","182,239"
"Minneapolis-St. Paul-Bloomington, MN-WI",153099,387218,5.058400120183672,93563.08740600068,0.2416289723256685,2.771572642538488,120191,50620.6226759996,212396,238.33133710615832,1.066864281644271,0.0084653194975423,7.872694637947728,6.180491324107769,4.811224217865931,2.60302617725078,150.66944525386623,19446.835809182383,1316939.7869766536,117.56227395623986,17.824005114773332,82.80706789921246,4.20981148871605,0.6985847354425548,2.147699584124993,0.943492372505036,9.193343919998918,"82,887",0.687,0.037,"3,605,450","1,456,697"
"Monroe, MI",6023,16022,5.3202722895567,5740.790575999985,0.3583067392335529,2.7937904698655154,4913,3018.5115759999967,8374,360.4623329352754,1.035323702092975,0.0142106520181514,4.146747589545489,3.3825287908744794,3.952450520191499,2.078201162509238,5.123228078129182,1452.463616349545,932062.8712784201,74.557126235,13.745572226783,92.56544350924972,0.2274406408900607,0.1202393197062104,1.1864578655347753,0.7533065812919207,5.147112083327297,"65,453",0.5760000000000001,0.05,"150,000","64,760"
"Montgomery, AL",26773,64609,4.82642961192246,19169.338291000182,0.29669764724729036,2.5573152056176,19260,10045.14590299999,34235,293.41743546078544,1.0832119704790883,0.009434788958668,3.713764243764045,2.671613167552964,2.6590372062052605,1.3933927343948849,8.547925049868585,7209.127516631082,801327.7581785945,59.2513179652425,12.043681497000001,92.83702932350748,0.3401255753482898,0.0881122414398649,1.4399881695452053,0.7264638647384669,4.56828082542069,"54,250",0.5479999999999999,0.055,"373,552","168,343"
"Morgantown, WV",9250,22193,4.798486486486486,8106.311795000022,0.3652643533997216,2.4622702702702703,6354,4159.000343000017,11330,367.07858278905707,1.13444310727665,0.0060017652250661,3.5139843349471973,2.413822320459945,3.0795083958732725,1.579963465334279,3.588132360877628,2632.3395662317303,366685.1682680949,24.253502837302452,4.464317012257298,84.88559706194201,2.016073267052876,0.2043732808826467,5.312168661739171,0.7283679333712372,6.853419795012063,"53,681",0.557,0.071,"139,806","60,196"
"Morristown, TN",5585,13526,4.843688451208594,4585.981380000046,0.33904934052935426,2.5928379588182637,4183,2421.302941999998,7207,335.9654422089632,1.1100147355379866,0.0083252393506313,0.7726945448449277,0.5787253860494777,0.6344785667119872,0.33499150845127534,3.840162176296089,7227.953189602051,414059.41202276666,37.24221748397067,6.0828212288,93.37663648907886,0.3045804866556726,0.1127452630161882,0.8683068017366137,0.6411335105845927,4.696597448928078,"46,798",0.525,0.067,"141,909","62,750"
"Mount Vernon-Anacortes, WA",7593,18263,4.8104833399183455,5248.095692000005,0.28736219087773124,2.5173185829053075,5292,2724.125637000008,9581,284.3258153637416,1.111320792929411,0.006471140799499,1.53741735336628,1.071514899778,1.0626252323202456,0.5515761921603825,17.199912930190745,4938.802065278247,922250.5728688999,100.5508154641,18.7179454602,87.33707410599638,0.659619004063253,0.3887354663946105,2.5188651035162093,0.9445744138185784,8.151131906210972,"71,021",0.555,0.051,"127,442","54,317"
"Muncie, IN",5968,16863,5.651139410187668,4534.376867999999,0.26889502864259024,2.9416890080428955,5043,2370.9574290000055,8734,271.462952713534,1.036556502785839,0.0043508129150446,5.81016326255856,4.909626898975003,4.414455411703912,2.308252304133064,3.982105574847207,1027.1656286250268,864523.38830522,62.3408881381,11.8847772111,87.52449886480508,1.3835794539421342,0.5588651931771874,4.8687248947276505,1.096384840781635,4.567946752566317,"45,910",0.55,0.064,"114,461","52,677"
"Muskegon, MI",7974,21944,5.503887634813143,6062.353116999997,0.27626472461720725,2.833960371206421,6366,3124.9042879999956,11241,277.9916633751442,1.0515406874355742,0.0106752068321323,5.83796291566471,4.66070628556829,4.438398881202702,2.2878198330004524,3.6789966247254937,1365.8874020257597,777140.5454781301,78.816884623096,14.4964720149,94.56975661657135,0.3085516691049342,0.2753025668306956,1.017422529591701,0.5333156004787871,3.295651017422529,"53,478",0.5529999999999999,0.072,"173,679","74,335"
"Monroe, LA",1657,4018,4.849728424864212,1670.885364000001,0.4158500159283228,2.4417622208811105,1117,836.0910810000017,2013,415.3457928464986,1.073647214294628,0.0079483358171882,2.4040095392541327,1.620566478785073,2.4241547097502205,1.2130180654250475,0.2009603200032693,689.2651517988986,413443.6102228619,30.80842430334434,6.154049799333333,93.7347158368385,0.9671818448596304,0.2506602758485767,1.0955688154162182,0.9463953829599924,3.005477844077081,"43,212",0.523,0.053,"202,138","93,531"
"Napa, CA",5334,13070,4.90063742032246,3230.829972000018,0.24719433603672672,2.619610048743907,3916,1701.1360430000032,6988,243.4367548654841,1.1201125395816054,0.00429307384087,2.6074743845813457,1.9142987795314117,1.5793600286703624,0.8315839251613383,8.89753827827091,2045.6576799148208,632974.137965,21.3736380638,8.3336014497,85.3992219474453,1.3594226792196336,1.0210132037543205,3.50557507917914,1.4534253112933315,7.261341779108276,"92,219",0.621,0.045,"138,572","55,339"
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",39180,95716,4.88596222562532,22846.402735000363,0.23868948488236413,2.618478815722307,29220,12131.059553999796,51408,235.97610399159265,1.0838501267878815,0.009453781512605,6.800967670165737,5.072084617719317,3.96573880501081,2.1057412922819756,13.832310300782256,5760.944897867041,1444609.688447035,117.44416395648051,24.0487124801,89.9771530744015,0.4599185457435183,0.1599284791894308,1.2625409754643886,1.4443230356610708,6.696135889540081,"53,832",0.501,0.06,"481,489","302,532"
"Naples-Marco Island, FL",15237,34924,4.58410448250968,8418.700220000026,0.24105773164586036,2.736759204567828,11806,4776.882913000013,20902,228.5371214716301,1.0735214999470104,0.0190412400727203,2.5544068997869847,1.979216896953806,1.4113530176023021,0.8008205468557973,43.25732499155999,5964.985453676402,2424549.6922659,231.1539203479,27.3758062273,86.08032974229253,1.0708920248077145,0.7768461331039176,1.0676819168196818,1.653847635434456,9.350402547541698,"70,217",0.496,0.044,"379,345","218,348"
"New Bern, NC",8963,21217,4.734352337387036,7529.500358999973,0.354880537257858,2.482539328349883,6157,3942.983512000003,11111,354.8720648006483,1.0790019758683458,0.007110071100711,1.914792905946588,1.315338605591113,1.6085500248505458,0.8423515404487304,2.4455269570290965,4680.923964238886,254876.983181976,30.619306437921,4.256891806964167,91.82554725536106,0.2954621473965882,0.1839669974356115,1.9567398818151407,1.3472330620284685,4.391050655963133,"52,345",0.476,0.062,"124,416","60,218"
"Nashville-Davidson--Murfreesboro--Franklin, TN",83291,202491,4.862254025044723,59413.84809499832,0.2934147596436302,2.554549711253317,60128,31164.516180000075,106378,292.9601626276117,1.0849128075102097,0.0084697963864708,5.581947938095801,4.029623436167465,3.981762817930065,2.0885654732528685,57.9224088698965,14921.493522279876,1172542.0819690963,64.12372928605829,13.201419352179924,87.80286230964987,0.8763675343059839,0.1335826330303005,1.2323151322734005,1.0549550360448083,8.899917354695644,"68,406",0.657,0.04,"1,904,186","788,546"
"New Haven-Milford, CT",25721,64987,5.053224991252284,13417.620166999935,0.20646621888993083,2.675440301699001,20260,7189.360819000008,34400,208.9930470639537,1.0847358598677062,0.0110755813953488,15.7669180530439,12.419336719204903,8.224972498734775,4.407062823643625,62.03499876577867,1631.3270553869852,3966121.7827741997,306.3490362929,60.2506881631,85.1582953611358,3.450995671407054,0.4670699084390932,3.3333966863219318,1.109944360237764,6.480298012458366,"71,370",0.609,0.064,"855,733","367,990"
"Niles, MI",9553,25605,5.360619700617607,7200.622623000059,0.2812193955477469,2.752747827907464,7511,3772.2328330000046,13097,288.0226641979083,1.058662194519471,0.0122928915018706,6.360524754929844,5.000931794648598,4.794278074374515,2.511606858123696,2.019947077174181,1501.9201037769358,1090156.8320677,75.82214247086101,12.6400449494,90.22364400579552,0.6340644680026969,0.2811688591143181,2.719878351432383,1.0400378717238807,5.1012064439312,"52,500",0.574,0.062,"153,797","77,645"
"North Port-Sarasota-Bradenton, FL",42259,105405,4.988523154830924,18122.873446999496,0.17193561450594846,2.803142525852481,34359,10064.496956000152,59348,169.58443344342106,1.0892575228393695,0.0088124283884882,10.087202365787633,8.201476279280088,4.325920914111626,2.402390437658893,28.765048279331268,4189.367722345711,2549522.7599877426,190.683523835145,28.326547198500002,87.43003291335611,0.6316129940372619,0.597172266529303,0.8709011790708191,1.2314806218497965,9.238800025156706,"62,438",0.483,0.048,"821,613","439,870"
"Norwich-New London, CT",11022,27379,4.968063872255489,7598.35710100002,0.277525004602068,2.6107784431137726,8428,4039.5704259999934,14360,281.3071327298046,1.0811629560992984,0.0178969359331476,5.764165290478678,4.4075834756082655,3.973705885161178,2.1125704625288817,24.159140732747776,1912.1589067208536,1488479.7985809199,119.90432570920001,20.855012383940004,87.31926979478614,1.5120633962930534,0.2376625192227037,2.709205559684196,1.0234940069312102,7.198304723082696,"75,831",0.597,0.053,"266,868","123,849"
"Ocala, FL",28297,74853,5.290525497402552,17191.04204099995,0.22966403538936248,2.813266424002544,23202,9068.041872999996,39776,227.977722068584,1.0599928864847403,0.007667940466613,6.574847957465414,5.391017503944323,3.9943629236304408,2.1069723499630655,9.1290069582128,4303.825758870996,2619213.9314823,180.0398443604,31.764145406599997,90.39746530521438,0.4004572270254927,0.1772138303503617,0.6958136109427623,1.2458669285237551,7.083183097943245,"46,587",0.439,0.069,"360,210","170,926"
