# Title: January - December 2020 Contiguous U.S. County Heating Degree Days,,,,,,,
# Units: Fahrenheit Degree-Days,,,,,,,
# Missing: -99,,,,,,,
# Note: Period of Record: 129 Years,,,,,,,
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,
MO-003,Andrew County,Missouri,5348,-463,25,5811,
MO-005,Atchison County,Missouri,5510,-540,22,6050,
MO-007,Audrain County,Missouri,5069,-430,25,5499,
MO-009,Barry County,Missouri,4019,-438,19,4457,
MO-011,Barton County,Missouri,4222,-293,28,4515,
MO-013,Bates County,Missouri,4414,-455,19,4869,
MO-015,Benton County,Missouri,4469,-516,16,4985,
MO-017,Bollinger County,Missouri,4181,-371,20,4552,
MO-019,Boone County,Missouri,4778,-489,19,5267,
MO-021,Buchanan County,Missouri,5116,-479,24,5595,
MO-023,Butler County,Missouri,3685,-424,16,4109,
MO-025,Caldwell County,Missouri,5234,-513,22,5747,
MO-027,Callaway County,Missouri,4679,-525,18,5204,
MO-029,Camden County,Missouri,4212,-613,14,4825,
MO-031,Cape Girardeau County,Missouri,4072,-482,13,4554,
MO-033,Carroll County,Missouri,5106,-395,27,5501,
MO-035,Carter County,Missouri,3931,-576,10,4507,
MO-037,Cass County,Missouri,4586,-627,15,5213,
MO-039,Cedar County,Missouri,4214,-423,18,4637,
MO-041,Chariton County,Missouri,5061,-451,23,5512,
MO-043,Christian County,Missouri,4316,-403,22,4719,
MO-045,Clark County,Missouri,5615,-322,35,5937,
MO-047,Clay County,Missouri,4955,-523,23,5478,
MO-049,Clinton County,Missouri,5227,-509,25,5736,
MO-051,Cole County,Missouri,4362,-572,14,4934,
MO-053,Cooper County,Missouri,4695,-528,18,5223,
MO-055,Crawford County,Missouri,4599,-450,20,5049,
MO-057,Dade County,Missouri,4185,-409,19,4594,
MO-059,Dallas County,Missouri,4433,-418,21,4851,
MO-061,Daviess County,Missouri,5452,-382,31,5834,
MO-063,DeKalb County,Missouri,5444,-414,27,5858,
MO-065,Dent County,Missouri,4502,-449,18,4951,
MO-067,Douglas County,Missouri,4187,-520,16,4707,
MO-069,Dunklin County,Missouri,3350,-506,13,3856,
MO-071,Franklin County,Missouri,4594,-485,19,5079,
MO-073,Gasconade County,Missouri,4641,-477,22,5118,
MO-075,Gentry County,Missouri,5495,-551,23,6046,
MO-077,Greene County,Missouri,4341,-442,19,4783,
MO-079,Grundy County,Missouri,5485,-346,30,5831,
MO-081,Harrison County,Missouri,5615,-513,23,6128,
MO-083,Henry County,Missouri,4471,-469,20,4940,
MO-085,Hickory County,Missouri,4375,-465,15,4840,
MO-087,Holt County,Missouri,5333,-464,25,5797,
MO-089,Howard County,Missouri,4846,-512,18,5358,
MO-091,Howell County,Missouri,3949,-700,9,4649,
MO-093,Iron County,Missouri,4562,-398,20,4960,
MO-095,Jackson County,Missouri,4762,-580,16,5342,
MO-097,Jasper County,Missouri,3979,-434,17,4413,
MO-099,Jefferson County,Missouri,4303,-577,14,4880,
MO-101,Johnson County,Missouri,4684,-578,15,5262,
MO-103,Knox County,Missouri,5613,-381,29,5994,
MO-105,Laclede County,Missouri,4376,-455,17,4831,
MO-107,Lafayette County,Missouri,4870,-539,19,5409,
MO-109,Lawrence County,Missouri,4191,-420,19,4611,
MO-111,Lewis County,Missouri,5509,-284,36,5793,
MO-113,Lincoln County,Missouri,4839,-505,19,5344,
MO-115,Linn County,Missouri,5380,-353,29,5733,
MO-117,Livingston County,Missouri,5333,-308,33,5641,
MO-119,McDonald County,Missouri,3666,-579,10,4245,
MO-121,Macon County,Missouri,5285,-538,18,5823,
MO-123,Madison County,Missouri,4484,-295,28,4779,
MO-125,Maries County,Missouri,4338,-534,14,4872,
MO-127,Marion County,Missouri,5271,-375,27,5646,
MO-129,Mercer County,Missouri,5795,-328,32,6123,
MO-131,Miller County,Missouri,4205,-650,15,4855,
MO-133,Mississippi County,Missouri,3661,-519,12,4180,
MO-135,Moniteau County,Missouri,4527,-571,15,5098,
MO-137,Monroe County,Missouri,5200,-400,27,5600,
MO-139,Montgomery County,Missouri,4860,-501,20,5361,
MO-141,Morgan County,Missouri,4526,-567,15,5093,
MO-143,New Madrid County,Missouri,3537,-482,13,4019,
MO-145,Newton County,Missouri,3774,-585,11,4359,
MO-147,Nodaway County,Missouri,5554,-605,18,6159,
MO-149,Oregon County,Missouri,3769,-723,8,4492,
MO-151,Osage County,Missouri,4430,-534,15,4964,
MO-153,Ozark County,Missouri,3979,-496,15,4475,
MO-155,Pemiscot County,Missouri,3292,-529,12,3821,
MO-157,Perry County,Missouri,4352,-408,21,4760,
MO-159,Pettis County,Missouri,4694,-506,19,5200,
MO-161,Phelps County,Missouri,4368,-474,16,4842,
MO-163,Pike County,Missouri,5050,-450,24,5500,
MO-165,Platte County,Missouri,4871,-580,16,5451,
MO-167,Polk County,Missouri,4312,-472,15,4784,
MO-169,Pulaski County,Missouri,4238,-548,15,4786,
MO-171,Putnam County,Missouri,5916,-256,40,6172,
MO-173,Ralls County,Missouri,5122,-448,23,5570,
MO-175,Randolph County,Missouri,5066,-513,18,5579,
MO-177,Ray County,Missouri,5026,-538,19,5564,
MO-179,Reynolds County,Missouri,4339,-494,15,4833,
MO-181,Ripley County,Missouri,3731,-542,10,4273,
MO-183,St. Charles County,Missouri,4528,-541,16,5069,
MO-185,St. Clair County,Missouri,4361,-372,21,4733,
MO-186,Ste. Genevieve County,Missouri,4412,-407,22,4819,
MO-187,St. Francois County,Missouri,4543,-388,21,4931,
MO-189,St. Louis County,Missouri,4398,-527,15,4925,
MO-195,Saline County,Missouri,4837,-507,20,5344,
MO-197,Schuyler County,Missouri,5749,-448,25,6197,
MO-199,Scotland County,Missouri,5705,-407,27,6112,
MO-201,Scott County,Missouri,3782,-525,12,4307,
MO-203,Shannon County,Missouri,4093,-623,11,4716,
MO-205,Shelby County,Missouri,5457,-338,29,5795,
MO-207,Stoddard County,Missouri,3724,-425,16,4149,
MO-209,Stone County,Missouri,4106,-355,25,4461,
MO-211,Sullivan County,Missouri,5680,-304,35,5984,
MO-213,Taney County,Missouri,4050,-355,23,4405,
MO-215,Texas County,Missouri,4362,-466,17,4828,
MO-217,Vernon County,Missouri,4308,-322,28,4630,
MO-219,Warren County,Missouri,4708,-566,18,5274,
MO-221,Washington County,Missouri,4547,-485,15,5032,
MO-223,Wayne County,Missouri,4070,-410,16,4480,
MO-225,Webster County,Missouri,4506,-450,21,4956,
MO-227,Worth County,Missouri,5688,-615,18,6303,
MO-229,Wright County,Missouri,4427,-445,21,4872,
MO-510,St. Louis City,Missouri,4358,-498,19,4856,
MT-001,Beaverhead County,Montana,9572,-725,13,10297,
MT-003,Big Horn County,Montana,7251,-770,15,8021,
MT-005,Blaine County,Montana,8263,-689,26,8952,
MT-007,Broadwater County,Montana,7893,-734,15,8627,
MT-009,Carbon County,Montana,7915,-872,14,8787,
MT-011,Carter County,Montana,7689,-839,17,8528,
MT-013,Cascade County,Montana,7975,-519,33,8494,
MT-015,Chouteau County,Montana,7784,-625,31,8409,
MT-017,Custer County,Montana,7367,-862,15,8229,
MT-019,Daniels County,Montana,9483,-583,30,10066,
MT-021,Dawson County,Montana,7941,-889,14,8830,
MT-023,Deer Lodge County,Montana,9460,-827,11,10287,
MT-025,Fallon County,Montana,7874,-766,17,8640,
MT-027,Fergus County,Montana,7714,-608,25,8322,
MT-029,Flathead County,Montana,8723,-863,14,9586,
MT-031,Gallatin County,Montana,8894,-764,13,9658,
MT-033,Garfield County,Montana,7683,-806,18,8489,
MT-035,Glacier County,Montana,9017,-853,21,9870,
MT-037,Golden Valley County,Montana,7693,-416,34,8109,
MT-039,Granite County,Montana,9112,-765,15,9877,
MT-041,Hill County,Montana,8575,-674,30,9249,
MT-043,Jefferson County,Montana,8396,-882,8,9278,
MT-045,Judith Basin County,Montana,8414,-584,28,8998,
MT-047,Lake County,Montana,7594,-793,13,8387,
MT-049,Lewis and Clark County,Montana,8427,-858,14,9285,
MT-051,Liberty County,Montana,8507,-668,29,9175,
MT-053,Lincoln County,Montana,8104,-938,7,9042,
MT-055,McCone County,Montana,8080,-881,18,8961,
MT-057,Madison County,Montana,8965,-710,13,9675,
MT-059,Meagher County,Montana,8929,-768,18,9697,
MT-061,Mineral County,Montana,8209,-550,25,8759,
MT-063,Missoula County,Montana,8360,-696,17,9056,
MT-065,Musselshell County,Montana,7241,-576,23,7817,
MT-067,Park County,Montana,9132,-815,12,9947,
MT-069,Petroleum County,Montana,7186,-664,23,7850,
MT-071,Phillips County,Montana,8235,-585,31,8820,
MT-073,Pondera County,Montana,8342,-781,23,9123,
MT-075,Powder River County,Montana,7313,-728,21,8041,
MT-077,Powell County,Montana,8935,-824,13,9759,
MT-079,Prairie County,Montana,7698,-850,15,8548,
MT-081,Ravalli County,Montana,8801,-587,21,9388,
MT-083,Richland County,Montana,8214,-877,18,9091,
MT-085,Roosevelt County,Montana,8653,-819,22,9472,
MT-087,Rosebud County,Montana,7440,-690,21,8130,
MT-089,Sanders County,Montana,7873,-588,24,8461,
MT-091,Sheridan County,Montana,9071,-832,22,9903,
MT-093,Silver Bow County,Montana,8843,-922,7,9765,
MT-095,Stillwater County,Montana,7916,-440,33,8356,
MT-097,Sweet Grass County,Montana,8029,-635,23,8664,
MT-099,Teton County,Montana,8263,-819,20,9082,
MT-101,Toole County,Montana,8384,-706,27,9090,
MT-103,Treasure County,Montana,7224,-689,22,7913,
MT-105,Valley County,Montana,8814,-614,31,9428,
MT-107,Wheatland County,Montana,8029,-584,23,8613,
MT-109,Wibaux County,Montana,8046,-694,24,8740,
MT-111,Yellowstone County,Montana,7077,-551,24,7628,
NE-001,Adams County,Nebraska,5728,-706,15,6434,
NE-003,Antelope County,Nebraska,6604,-522,25,7126,
NE-005,Arthur County,Nebraska,6356,-709,14,7065,
NE-007,Banner County,Nebraska,6441,-696,14,7137,
NE-009,Blaine County,Nebraska,6336,-589,24,6925,
NE-011,Boone County,Nebraska,6397,-662,23,7059,
NE-013,Box Butte County,Nebraska,6737,-653,14,7390,
NE-015,Boyd County,Nebraska,6580,-576,22,7156,
NE-017,Brown County,Nebraska,6324,-800,10,7124,
NE-019,Buffalo County,Nebraska,5956,-693,18,6649,
NE-021,Burt County,Nebraska,6340,-565,24,6905,
NE-023,Butler County,Nebraska,6191,-460,30,6651,
NE-025,Cass County,Nebraska,5831,-508,28,6339,
NE-027,Cedar County,Nebraska,6690,-619,20,7309,
NE-029,Chase County,Nebraska,5521,-883,5,6404,
NE-031,Cherry County,Nebraska,6471,-880,9,7351,
NE-033,Cheyenne County,Nebraska,6371,-532,23,6903,
NE-035,Clay County,Nebraska,5704,-703,17,6407,
NE-037,Colfax County,Nebraska,6145,-684,18,6829,
NE-039,Cuming County,Nebraska,6424,-567,23,6991,
NE-041,Custer County,Nebraska,6294,-619,22,6913,
NE-043,Dakota County,Nebraska,6643,-518,25,7161,
NE-045,Dawes County,Nebraska,6522,-767,12,7289,
NE-047,Dawson County,Nebraska,5930,-604,19,6534,
NE-049,Deuel County,Nebraska,6077,-570,18,6647,
NE-051,Dixon County,Nebraska,6769,-465,28,7234,
NE-053,Dodge County,Nebraska,6130,-624,21,6754,
NE-055,Douglas County,Nebraska,5908,-616,21,6524,
NE-057,Dundy County,Nebraska,5459,-722,10,6181,
NE-059,Fillmore County,Nebraska,5780,-555,26,6335,
NE-061,Franklin County,Nebraska,5417,-766,9,6183,
NE-063,Frontier County,Nebraska,5707,-660,12,6367,
NE-065,Furnas County,Nebraska,5654,-458,28,6112,
NE-067,Gage County,Nebraska,5684,-465,27,6149,
NE-069,Garden County,Nebraska,6449,-623,17,7072,
NE-071,Garfield County,Nebraska,6621,-577,25,7198,
NE-073,Gosper County,Nebraska,5824,-509,23,6333,
NE-075,Grant County,Nebraska,6705,-638,19,7343,
NE-077,Greeley County,Nebraska,6405,-591,25,6996,
NE-079,Hall County,Nebraska,5844,-727,14,6571,
NE-081,Hamilton County,Nebraska,5790,-711,13,6501,
NE-083,Harlan County,Nebraska,5532,-578,20,6110,
NE-085,Hayes County,Nebraska,5750,-644,16,6394,
NE-087,Hitchcock County,Nebraska,5533,-579,20,6112,
NE-089,Holt County,Nebraska,6656,-577,22,7233,
NE-091,Hooker County,Nebraska,6585,-537,27,7122,
NE-093,Howard County,Nebraska,6051,-654,20,6705,
NE-095,Jefferson County,Nebraska,5630,-537,27,6167,
NE-097,Johnson County,Nebraska,5699,-427,28,6126,
NE-099,Kearney County,Nebraska,5799,-671,17,6470,
NE-101,Keith County,Nebraska,5941,-701,13,6642,
NE-103,Keya Paha County,Nebraska,6514,-773,15,7287,
NE-105,Kimball County,Nebraska,6696,-571,20,7267,
NE-107,Knox County,Nebraska,6579,-597,21,7176,
NE-109,Lancaster County,Nebraska,5823,-526,27,6349,
NE-111,Lincoln County,Nebraska,5975,-667,10,6642,
NE-113,Logan County,Nebraska,6319,-579,27,6898,
NE-115,Loup County,Nebraska,6513,-611,21,7124,
NE-117,McPherson County,Nebraska,6345,-625,20,6970,
NE-119,Madison County,Nebraska,6421,-613,22,7034,
NE-121,Merrick County,Nebraska,5916,-700,17,6616,
NE-123,Morrill County,Nebraska,6372,-654,16,7026,
NE-125,Nance County,Nebraska,6136,-663,23,6799,
NE-127,Nemaha County,Nebraska,5524,-469,29,5993,
NE-129,Nuckolls County,Nebraska,5487,-750,14,6237,
NE-131,Otoe County,Nebraska,5757,-429,30,6186,
NE-133,Pawnee County,Nebraska,5547,-465,27,6012,
NE-135,Perkins County,Nebraska,5835,-746,9,6581,
NE-137,Phelps County,Nebraska,5852,-572,20,6424,
NE-139,Pierce County,Nebraska,6618,-578,22,7196,
NE-141,Platte County,Nebraska,6232,-652,25,6884,
NE-143,Polk County,Nebraska,6063,-558,26,6621,
NE-145,Red Willow County,Nebraska,5496,-660,13,6156,
NE-147,Richardson County,Nebraska,5361,-528,21,5889,
NE-149,Rock County,Nebraska,6550,-713,17,7263,
NE-151,Saline County,Nebraska,5821,-472,30,6293,
NE-153,Sarpy County,Nebraska,5840,-582,22,6422,
NE-155,Saunders County,Nebraska,5943,-612,25,6555,
NE-157,Scotts Bluff County,Nebraska,6243,-719,12,6962,
NE-159,Seward County,Nebraska,6022,-425,30,6447,
NE-161,Sheridan County,Nebraska,6781,-739,13,7520,
NE-163,Sherman County,Nebraska,6186,-645,21,6831,
NE-165,Sioux County,Nebraska,6914,-686,14,7600,
NE-167,Stanton County,Nebraska,6352,-648,20,7000,
NE-169,Thayer County,Nebraska,5556,-634,23,6190,
NE-171,Thomas County,Nebraska,6363,-534,26,6897,
NE-173,Thurston County,Nebraska,6572,-527,25,7099,
NE-175,Valley County,Nebraska,6439,-595,25,7034,
NE-177,Washington County,Nebraska,6075,-591,24,6666,
NE-179,Wayne County,Nebraska,6613,-566,22,7179,
NE-181,Webster County,Nebraska,5500,-712,13,6212,
NE-183,Wheeler County,Nebraska,6561,-594,23,7155,
NE-185,York County,Nebraska,5950,-478,28,6428,
NV-001,Churchill County,Nevada,5314,-591,13,5905,
NV-003,Clark County,Nevada,2487,-457,13,2944,
NV-005,Douglas County,Nevada,5691,-801,4,6492,
NV-007,Elko County,Nevada,7020,-721,9,7741,
NV-009,Esmeralda County,Nevada,4720,-1032,2,5752,
NV-011,Eureka County,Nevada,6582,-892,6,7474,
NV-013,Humboldt County,Nevada,5833,-758,6,6591,
NV-015,Lander County,Nevada,6069,-825,5,6894,
NV-017,Lincoln County,Nevada,4310,-661,9,4971,
NV-019,Lyon County,Nevada,5182,-743,5,5925,
NV-021,Mineral County,Nevada,5322,-986,3,6308,
NV-023,Nye County,Nevada,5012,-870,5,5882,
NV-027,Pershing County,Nevada,5500,-596,11,6096,
NV-029,Storey County,Nevada,5337,-790,4,6127,
NV-031,Washoe County,Nevada,5765,-766,6,6531,
NV-033,White Pine County,Nevada,6630,-908,5,7538,
NV-510,Carson City,Nevada,5389,-831,4,6220,
NH-001,Belknap County,New Hampshire,6976,-913,9,7889,
NH-003,Carroll County,New Hampshire,7386,-1048,7,8434,
NH-005,Cheshire County,New Hampshire,6725,-1158,5,7883,
NH-007,Coos County,New Hampshire,8549,-1164,7,9713,
NH-009,Grafton County,New Hampshire,7751,-1151,6,8902,
NH-011,Hillsborough County,New Hampshire,6285,-1192,5,7477,
NH-013,Merrimack County,New Hampshire,6769,-1066,8,7835,
NH-015,Rockingham County,New Hampshire,6118,-1051,7,7169,
NH-017,Strafford County,New Hampshire,6663,-856,11,7519,
NH-019,Sullivan County,New Hampshire,7157,-1199,5,8356,
NJ-001,Atlantic County,New Jersey,4086,-1134,3,5220,
NJ-003,Bergen County,New Jersey,4588,-1177,4,5765,
NJ-005,Burlington County,New Jersey,4148,-1058,3,5206,
NJ-007,Camden County,New Jersey,4091,-1042,4,5133,
NJ-009,Cape May County,New Jersey,3996,-1069,3,5065,
NJ-011,Cumberland County,New Jersey,4092,-1051,4,5143,
NJ-013,Essex County,New Jersey,4465,-1208,4,5673,
NJ-015,Gloucester County,New Jersey,4106,-982,5,5088,
NJ-017,Hudson County,New Jersey,4158,-1149,4,5307,
NJ-019,Hunterdon County,New Jersey,4927,-1209,5,6136,
NJ-021,Mercer County,New Jersey,4446,-1072,5,5518,
NJ-023,Middlesex County,New Jersey,4294,-1204,3,5498,
NJ-025,Monmouth County,New Jersey,4261,-1187,4,5448,
NJ-027,Morris County,New Jersey,5163,-1134,5,6297,
NJ-029,Ocean County,New Jersey,4225,-1114,4,5339,
NJ-031,Passaic County,New Jersey,5095,-1153,4,6248,
NJ-033,Salem County,New Jersey,4116,-946,6,5062,
NJ-035,Somerset County,New Jersey,4633,-1187,4,5820,
NJ-037,Sussex County,New Jersey,5640,-1053,6,6693,
NJ-039,Union County,New Jersey,4343,-1197,4,5540,
NJ-041,Warren County,New Jersey,5326,-1196,5,6522,
NM-001,Bernalillo County,New Mexico,4485,-810,3,5295,
NM-003,Catron County,New Mexico,5469,-958,2,6427,
NM-005,Chaves County,New Mexico,3091,-727,6,3818,
NM-006,Cibola County,New Mexico,5674,-665,5,6339,
NM-007,Colfax County,New Mexico,6203,-640,12,6843,
NM-009,Curry County,New Mexico,3710,-793,4,4503,
NM-011,De Baca County,New Mexico,3235,-980,4,4215,
NM-013,Dona Ana County,New Mexico,2728,-580,6,3308,
NM-015,Eddy County,New Mexico,2606,-618,7,3224,
NM-017,Grant County,New Mexico,3546,-854,2,4400,
NM-019,Guadalupe County,New Mexico,3981,-791,6,4772,
NM-021,Harding County,New Mexico,4409,-667,6,5076,
NM-023,Hidalgo County,New Mexico,2839,-643,5,3482,
NM-025,Lea County,New Mexico,2950,-534,10,3484,
NM-027,Lincoln County,New Mexico,4113,-708,6,4821,
NM-028,Los Alamos County,New Mexico,6052,-938,4,6990,
NM-029,Luna County,New Mexico,2789,-591,6,3380,
NM-031,McKinley County,New Mexico,5636,-758,3,6394,
NM-033,Mora County,New Mexico,5710,-1036,3,6746,
NM-035,Otero County,New Mexico,3358,-640,6,3998,
NM-037,Quay County,New Mexico,3673,-654,6,4327,
NM-039,Rio Arriba County,New Mexico,6538,-1003,2,7541,
NM-041,Roosevelt County,New Mexico,3509,-722,7,4231,
NM-043,Sandoval County,New Mexico,5351,-777,2,6128,
NM-045,San Juan County,New Mexico,5261,-667,11,5928,
NM-047,San Miguel County,New Mexico,4573,-763,4,5336,
NM-049,Santa Fe County,New Mexico,5506,-785,4,6291,
NM-051,Sierra County,New Mexico,3466,-581,8,4047,
NM-053,Socorro County,New Mexico,4218,-771,4,4989,
NM-055,Taos County,New Mexico,7230,-1123,4,8353,
NM-057,Torrance County,New Mexico,5057,-890,5,5947,
NM-059,Union County,New Mexico,5048,-506,14,5554,
NM-061,Valencia County,New Mexico,4075,-762,5,4837,
NY-001,Albany County,New York,6099,-1063,4,7162,
NY-003,Allegany County,New York,6638,-965,5,7603,
NY-005,Bronx County,New York,4201,-1127,4,5328,
NY-007,Broome County,New York,6527,-810,8,7337,
NY-009,Cattaraugus County,New York,6607,-1005,5,7612,
NY-011,Cayuga County,New York,6372,-878,7,7250,
NY-013,Chautauqua County,New York,6201,-1056,5,7257,
NY-015,Chemung County,New York,6352,-926,6,7278,
NY-017,Chenango County,New York,6826,-896,6,7722,
NY-019,Clinton County,New York,7463,-1181,5,8644,
NY-021,Columbia County,New York,5799,-1111,4,6910,
NY-023,Cortland County,New York,6981,-826,9,7807,
NY-025,Delaware County,New York,6956,-931,6,7887,
NY-027,Dutchess County,New York,5524,-1168,4,6692,
NY-029,Erie County,New York,6082,-1103,5,7185,
NY-031,Essex County,New York,8100,-961,11,9061,
NY-033,Franklin County,New York,7884,-1241,6,9125,
NY-035,Fulton County,New York,7009,-983,5,7992,
NY-037,Genesee County,New York,6319,-933,10,7252,
NY-039,Greene County,New York,6458,-1051,6,7509,
NY-041,Hamilton County,New York,8242,-1018,10,9260,
NY-043,Herkimer County,New York,7609,-1001,7,8610,
NY-045,Jefferson County,New York,6922,-1134,6,8056,
NY-047,Kings County,New York,4120,-1084,4,5204,
NY-049,Lewis County,New York,7617,-1157,6,8774,
NY-051,Livingston County,New York,6184,-983,7,7167,
NY-053,Madison County,New York,6916,-920,7,7836,
NY-055,Monroe County,New York,6040,-981,9,7021,
NY-057,Montgomery County,New York,6407,-924,5,7331,
NY-059,Nassau County,New York,4369,-1095,4,5464,
NY-061,New York County,New York,4128,-1142,4,5270,
NY-063,Niagara County,New York,5997,-984,8,6981,
NY-065,Oneida County,New York,6950,-951,7,7901,
NY-067,Onondaga County,New York,6382,-982,6,7364,
NY-069,Ontario County,New York,6265,-914,8,7179,
NY-071,Orange County,New York,5575,-1059,6,6634,
NY-073,Orleans County,New York,6167,-920,10,7087,
NY-075,Oswego County,New York,6534,-1068,5,7602,
NY-077,Otsego County,New York,7019,-839,7,7858,
NY-079,Putnam County,New York,5407,-1119,4,6526,
NY-081,Queens County,New York,4229,-1050,5,5279,
NY-083,Rensselaer County,New York,6169,-1176,4,7345,
NY-085,Richmond County,New York,4121,-1150,4,5271,
NY-087,Rockland County,New York,4966,-1149,4,6115,
NY-089,St. Lawrence County,New York,7398,-1226,6,8624,
NY-091,Saratoga County,New York,6552,-1070,6,7622,
NY-093,Schenectady County,New York,6232,-1074,4,7306,
NY-095,Schoharie County,New York,6784,-925,6,7709,
NY-097,Schuyler County,New York,6488,-906,6,7394,
NY-099,Seneca County,New York,6171,-815,8,6986,
NY-101,Steuben County,New York,6571,-922,6,7493,
NY-103,Suffolk County,New York,4794,-1032,5,5826,
NY-105,Sullivan County,New York,6374,-1057,5,7431,
NY-107,Tioga County,New York,6461,-834,7,7295,
NY-109,Tompkins County,New York,6602,-784,12,7386,
NY-111,Ulster County,New York,6038,-1151,4,7189,
NY-113,Warren County,New York,7451,-979,9,8430,
NY-115,Washington County,New York,6711,-1009,10,7720,
NY-117,Wayne County,New York,6261,-811,10,7072,
NY-119,Westchester County,New York,4881,-1139,4,6020,
NY-121,Wyoming County,New York,6589,-1061,5,7650,
NY-123,Yates County,New York,6287,-923,6,7210,
NC-001,Alamance County,North Carolina,3140,-643,5,3783,
NC-003,Alexander County,North Carolina,3384,-588,7,3972,
NC-005,Alleghany County,North Carolina,4692,-812,6,5504,
NC-007,Anson County,North Carolina,2439,-750,4,3189,
NC-009,Ashe County,North Carolina,5092,-689,9,5781,
NC-011,Avery County,North Carolina,5232,-737,10,5969,
NC-013,Beaufort County,North Carolina,2257,-796,2,3053,
NC-015,Bertie County,North Carolina,2651,-797,3,3448,
NC-017,Bladen County,North Carolina,2212,-685,2,2897,
NC-019,Brunswick County,North Carolina,1961,-702,2,2663,
NC-021,Buncombe County,North Carolina,4211,-639,9,4850,
NC-023,Burke County,North Carolina,3406,-613,7,4019,
NC-025,Cabarrus County,North Carolina,2828,-684,3,3512,
NC-027,Caldwell County,North Carolina,3524,-599,7,4123,
NC-029,Camden County,North Carolina,2584,-899,1,3483,
NC-031,Carteret County,North Carolina,2030,-676,2,2706,
NC-033,Caswell County,North Carolina,3295,-635,6,3930,
NC-035,Catawba County,North Carolina,3139,-657,5,3796,
NC-037,Chatham County,North Carolina,2863,-684,4,3547,
NC-039,Cherokee County,North Carolina,3804,-445,13,4249,
NC-041,Chowan County,North Carolina,2495,-870,1,3365,
NC-043,Clay County,North Carolina,3967,-604,10,4571,
NC-045,Cleveland County,North Carolina,3058,-601,6,3659,
NC-047,Columbus County,North Carolina,2086,-686,2,2772,
NC-049,Craven County,North Carolina,2253,-709,2,2962,
NC-051,Cumberland County,North Carolina,2312,-756,2,3068,
NC-053,Currituck County,North Carolina,2544,-884,2,3428,
NC-055,Dare County,North Carolina,2298,-697,2,2995,
NC-057,Davidson County,North Carolina,3093,-722,5,3815,
NC-059,Davie County,North Carolina,3200,-781,4,3981,
NC-061,Duplin County,North Carolina,2416,-612,3,3028,
NC-063,Durham County,North Carolina,3040,-719,3,3759,
NC-065,Edgecombe County,North Carolina,2633,-816,3,3449,
NC-067,Forsyth County,North Carolina,3279,-767,5,4046,
NC-069,Franklin County,North Carolina,2925,-844,3,3769,
NC-071,Gaston County,North Carolina,2752,-826,3,3578,
NC-073,Gates County,North Carolina,2769,-799,3,3568,
NC-075,Graham County,North Carolina,4273,-474,13,4747,
NC-077,Granville County,North Carolina,3185,-767,4,3952,
NC-079,Greene County,North Carolina,2548,-656,2,3204,
NC-081,Guilford County,North Carolina,3214,-693,5,3907,
NC-083,Halifax County,North Carolina,2924,-768,4,3692,
NC-085,Harnett County,North Carolina,2499,-761,2,3260,
NC-087,Haywood County,North Carolina,5019,-576,12,5595,
NC-089,Henderson County,North Carolina,3897,-558,11,4455,
NC-091,Hertford County,North Carolina,2862,-718,3,3580,
NC-093,Hoke County,North Carolina,2378,-776,3,3154,
NC-095,Hyde County,North Carolina,2120,-760,2,2880,
NC-097,Iredell County,North Carolina,3148,-762,3,3910,
NC-099,Jackson County,North Carolina,4582,-561,12,5143,
NC-101,Johnston County,North Carolina,2558,-736,3,3294,
NC-103,Jones County,North Carolina,2340,-677,2,3017,
NC-105,Lee County,North Carolina,2642,-759,3,3401,
NC-107,Lenoir County,North Carolina,2583,-537,6,3120,
NC-109,Lincoln County,North Carolina,2959,-756,4,3715,
NC-111,McDowell County,North Carolina,3624,-604,7,4228,
NC-113,Macon County,North Carolina,4210,-629,10,4839,
NC-115,Madison County,North Carolina,4094,-641,8,4735,
NC-117,Martin County,North Carolina,2507,-840,2,3347,
NC-119,Mecklenburg County,North Carolina,2697,-781,3,3478,
NC-121,Mitchell County,North Carolina,4932,-608,11,5540,
NC-123,Montgomery County,North Carolina,2601,-776,4,3377,
NC-125,Moore County,North Carolina,2548,-798,4,3346,
NC-127,Nash County,North Carolina,2781,-844,3,3625,
NC-129,New Hanover County,North Carolina,1948,-728,2,2676,
NC-131,Northampton County,North Carolina,2987,-717,3,3704,
NC-133,Onslow County,North Carolina,2136,-724,2,2860,
NC-135,Orange County,North Carolina,3147,-674,4,3821,
NC-137,Pamlico County,North Carolina,2116,-706,2,2822,
NC-139,Pasquotank County,North Carolina,2527,-913,1,3440,
NC-141,Pender County,North Carolina,2140,-694,2,2834,
NC-143,Perquimans County,North Carolina,2512,-897,1,3409,
NC-145,Person County,North Carolina,3351,-693,4,4044,
NC-147,Pitt County,North Carolina,2453,-748,2,3201,
NC-149,Polk County,North Carolina,3116,-539,10,3655,
NC-151,Randolph County,North Carolina,3017,-617,7,3634,
NC-153,Richmond County,North Carolina,2380,-800,4,3180,
NC-155,Robeson County,North Carolina,2201,-716,3,2917,
NC-157,Rockingham County,North Carolina,3298,-685,4,3983,
NC-159,Rowan County,North Carolina,3020,-738,4,3758,
NC-161,Rutherford County,North Carolina,3118,-577,7,3695,
NC-163,Sampson County,North Carolina,2387,-682,2,3069,
