# Title: January - December 2020 Contiguous U.S. County Heating Degree Days,,,,,,,
# Units: Fahrenheit Degree-Days,,,,,,,
# Missing: -99,,,,,,,
# Note: Period of Record: 129 Years,,,,,,,
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,
VA-790,Staunton City,Virginia,4264,-854,6,5118,
VA-800,Suffolk City,Virginia,2844,-769,3,3613,
VA-810,Virginia Beach City,Virginia,2633,-908,2,3541,
VA-820,Waynesboro City,Virginia,4177,-868,6,5045,
VA-830,Williamsburg City,Virginia,3010,-788,3,3798,
VA-840,Winchester City,Virginia,4462,-898,6,5360,
WA-001,Adams County,Washington,5782,-676,11,6458,
WA-003,Asotin County,Washington,6046,-771,9,6817,
WA-005,Benton County,Washington,4790,-692,6,5482,
WA-007,Chelan County,Washington,7663,-704,15,8367,
WA-009,Clallam County,Washington,6068,-619,14,6687,
WA-011,Clark County,Washington,4734,-581,14,5315,
WA-013,Columbia County,Washington,6115,-764,10,6879,
WA-015,Cowlitz County,Washington,5333,-673,10,6006,
WA-017,Douglas County,Washington,6338,-614,16,6952,
WA-019,Ferry County,Washington,7874,-585,18,8459,
WA-021,Franklin County,Washington,4975,-771,5,5746,
WA-023,Garfield County,Washington,6021,-763,9,6784,
WA-025,Grant County,Washington,5422,-797,4,6219,
WA-027,Grays Harbor County,Washington,5263,-509,20,5772,
WA-029,Island County,Washington,4985,-534,17,5519,
WA-031,Jefferson County,Washington,6738,-581,15,7319,
WA-033,King County,Washington,6026,-597,14,6623,
WA-035,Kitsap County,Washington,4678,-668,11,5346,
WA-037,Kittitas County,Washington,6928,-767,7,7695,
WA-039,Klickitat County,Washington,5793,-859,6,6652,
WA-041,Lewis County,Washington,6213,-468,20,6681,
WA-043,Lincoln County,Washington,6649,-471,22,7120,
WA-045,Mason County,Washington,5540,-601,14,6141,
WA-047,Okanogan County,Washington,7882,-648,17,8530,
WA-049,Pacific County,Washington,5083,-600,16,5683,
WA-051,Pend Oreille County,Washington,8032,-627,16,8659,
WA-053,Pierce County,Washington,6279,-621,15,6900,
WA-055,San Juan County,Washington,5148,-431,25,5579,
WA-057,Skagit County,Washington,6777,-480,19,7257,
WA-059,Skamania County,Washington,6707,-793,7,7500,
WA-061,Snohomish County,Washington,6563,-485,18,7048,
WA-063,Spokane County,Washington,6440,-766,10,7206,
WA-065,Stevens County,Washington,7201,-595,18,7796,
WA-067,Thurston County,Washington,5084,-365,21,5449,
WA-069,Wahkiakum County,Washington,5086,-685,11,5771,
WA-071,Walla Walla County,Washington,4888,-655,11,5543,
WA-073,Whatcom County,Washington,7344,-515,20,7859,
WA-075,Whitman County,Washington,5809,-701,12,6510,
WA-077,Yakima County,Washington,6455,-802,6,7257,
WV-001,Barbour County,West Virginia,4750,-986,3,5736,
WV-003,Berkeley County,West Virginia,4534,-922,6,5456,
WV-005,Boone County,West Virginia,4236,-637,10,4873,
WV-007,Braxton County,West Virginia,4398,-728,7,5126,
WV-009,Brooke County,West Virginia,5162,-695,11,5857,
WV-011,Cabell County,West Virginia,4178,-623,9,4801,
WV-013,Calhoun County,West Virginia,4490,-731,8,5221,
WV-015,Clay County,West Virginia,4316,-695,8,5011,
WV-017,Doddridge County,West Virginia,4673,-774,9,5447,
WV-019,Fayette County,West Virginia,4768,-642,12,5410,
WV-021,Gilmer County,West Virginia,4473,-763,7,5236,
WV-023,Grant County,West Virginia,5049,-895,6,5944,
WV-025,Greenbrier County,West Virginia,5226,-787,7,6013,
WV-027,Hampshire County,West Virginia,4756,-783,7,5539,
WV-029,Hancock County,West Virginia,5358,-593,15,5951,
WV-031,Hardy County,West Virginia,4838,-835,6,5673,
WV-033,Harrison County,West Virginia,4599,-890,5,5489,
WV-035,Jackson County,West Virginia,4378,-687,8,5065,
WV-037,Jefferson County,West Virginia,4397,-925,6,5322,
WV-039,Kanawha County,West Virginia,4207,-622,9,4829,
WV-041,Lewis County,West Virginia,4502,-830,7,5332,
WV-043,Lincoln County,West Virginia,4037,-656,9,4693,
WV-045,Logan County,West Virginia,4124,-600,11,4724,
WV-047,McDowell County,West Virginia,4527,-527,18,5054,
WV-049,Marion County,West Virginia,4833,-750,8,5583,
WV-051,Marshall County,West Virginia,5174,-573,13,5747,
WV-053,Mason County,West Virginia,4534,-458,17,4992,
WV-055,Mercer County,West Virginia,5064,-382,31,5446,
WV-057,Mineral County,West Virginia,4742,-745,7,5487,
WV-059,Mingo County,West Virginia,4019,-574,12,4593,
WV-061,Monongalia County,West Virginia,5013,-704,9,5717,
WV-063,Monroe County,West Virginia,4753,-684,7,5437,
WV-065,Morgan County,West Virginia,4685,-862,7,5547,
WV-067,Nicholas County,West Virginia,4867,-753,8,5620,
WV-069,Ohio County,West Virginia,5151,-715,11,5866,
WV-071,Pendleton County,West Virginia,5195,-947,4,6142,
WV-073,Pleasants County,West Virginia,4682,-759,7,5441,
WV-075,Pocahontas County,West Virginia,6117,-699,9,6816,
WV-077,Preston County,West Virginia,5353,-929,5,6282,
WV-079,Putnam County,West Virginia,4220,-629,10,4849,
WV-081,Raleigh County,West Virginia,4880,-606,11,5486,
WV-083,Randolph County,West Virginia,5773,-950,6,6723,
WV-085,Ritchie County,West Virginia,4619,-765,7,5384,
WV-087,Roane County,West Virginia,4407,-689,8,5096,
WV-089,Summers County,West Virginia,4679,-613,9,5292,
WV-091,Taylor County,West Virginia,4730,-837,6,5567,
WV-093,Tucker County,West Virginia,5655,-1116,2,6771,
WV-095,Tyler County,West Virginia,4769,-710,8,5479,
WV-097,Upshur County,West Virginia,4802,-882,6,5684,
WV-099,Wayne County,West Virginia,4069,-650,9,4719,
WV-101,Webster County,West Virginia,5373,-607,13,5980,
WV-103,Wetzel County,West Virginia,4996,-623,11,5619,
WV-105,Wirt County,West Virginia,4501,-763,8,5264,
WV-107,Wood County,West Virginia,4472,-788,7,5260,
WV-109,Wyoming County,West Virginia,4570,-544,15,5114,
WI-001,Adams County,Wisconsin,7404,-855,16,8259,
WI-003,Ashland County,Wisconsin,8913,-708,18,9621,
WI-005,Barron County,Wisconsin,8326,-715,19,9041,
WI-007,Bayfield County,Wisconsin,8711,-892,13,9603,
WI-009,Brown County,Wisconsin,7262,-1069,13,8331,
WI-011,Buffalo County,Wisconsin,7522,-642,19,8164,
WI-013,Burnett County,Wisconsin,8404,-786,19,9190,
WI-015,Calumet County,Wisconsin,7180,-1010,12,8190,
WI-017,Chippewa County,Wisconsin,8029,-751,18,8780,
WI-019,Clark County,Wisconsin,7981,-893,14,8874,
WI-021,Columbia County,Wisconsin,6938,-915,11,7853,
WI-023,Crawford County,Wisconsin,7050,-584,21,7634,
WI-025,Dane County,Wisconsin,6777,-843,12,7620,
WI-027,Dodge County,Wisconsin,7085,-683,16,7768,
WI-029,Door County,Wisconsin,7633,-760,18,8393,
WI-031,Douglas County,Wisconsin,8720,-895,14,9615,
WI-033,Dunn County,Wisconsin,7762,-789,15,8551,
WI-035,Eau Claire County,Wisconsin,7693,-907,14,8600,
WI-037,Florence County,Wisconsin,8817,-826,15,9643,
WI-039,Fond du Lac County,Wisconsin,7117,-886,11,8003,
WI-041,Forest County,Wisconsin,9023,-704,21,9727,
WI-043,Grant County,Wisconsin,6912,-538,24,7450,
WI-045,Green County,Wisconsin,6745,-682,18,7427,
WI-047,Green Lake County,Wisconsin,7168,-802,16,7970,
WI-049,Iowa County,Wisconsin,6980,-704,17,7684,
WI-051,Iron County,Wisconsin,9250,-567,24,9817,
WI-053,Jackson County,Wisconsin,7651,-856,16,8507,
WI-055,Jefferson County,Wisconsin,6779,-666,17,7445,
WI-057,Juneau County,Wisconsin,7454,-796,16,8250,
WI-059,Kenosha County,Wisconsin,6283,-818,11,7101,
WI-061,Kewaunee County,Wisconsin,7380,-967,12,8347,
WI-063,La Crosse County,Wisconsin,7338,-639,19,7977,
WI-065,Lafayette County,Wisconsin,6812,-689,17,7501,
WI-067,Langlade County,Wisconsin,8648,-841,17,9489,
WI-069,Lincoln County,Wisconsin,8628,-735,18,9363,
WI-071,Manitowoc County,Wisconsin,7198,-966,13,8164,
WI-073,Marathon County,Wisconsin,8084,-909,13,8993,
WI-075,Marinette County,Wisconsin,8082,-779,15,8861,
WI-077,Marquette County,Wisconsin,7212,-811,16,8023,
WI-078,Menominee County,Wisconsin,7923,-1017,12,8940,
WI-079,Milwaukee County,Wisconsin,6445,-872,11,7317,
WI-081,Monroe County,Wisconsin,7739,-567,26,8306,
WI-083,Oconto County,Wisconsin,7793,-914,14,8707,
WI-085,Oneida County,Wisconsin,9053,-572,24,9625,
WI-087,Outagamie County,Wisconsin,7258,-1035,12,8293,
WI-089,Ozaukee County,Wisconsin,6883,-780,15,7663,
WI-091,Pepin County,Wisconsin,7554,-647,19,8201,
WI-093,Pierce County,Wisconsin,7756,-640,22,8396,
WI-095,Polk County,Wisconsin,8145,-786,19,8931,
WI-097,Portage County,Wisconsin,7596,-978,12,8574,
WI-099,Price County,Wisconsin,8895,-722,18,9617,
WI-101,Racine County,Wisconsin,6441,-779,13,7220,
WI-103,Richland County,Wisconsin,7099,-685,17,7784,
WI-105,Rock County,Wisconsin,6630,-655,17,7285,
WI-107,Rusk County,Wisconsin,8479,-631,21,9110,
WI-109,St. Croix County,Wisconsin,7861,-750,16,8611,
WI-111,Sauk County,Wisconsin,7096,-797,14,7893,
WI-113,Sawyer County,Wisconsin,8743,-882,15,9625,
WI-115,Shawano County,Wisconsin,7639,-1085,12,8724,
WI-117,Sheboygan County,Wisconsin,7067,-896,12,7963,
WI-119,Taylor County,Wisconsin,8471,-763,18,9234,
WI-121,Trempealeau County,Wisconsin,7469,-802,15,8271,
WI-123,Vernon County,Wisconsin,7456,-546,25,8002,
WI-125,Vilas County,Wisconsin,9335,-536,26,9871,
WI-127,Walworth County,Wisconsin,6617,-719,16,7336,
WI-129,Washburn County,Wisconsin,8600,-801,18,9401,
WI-131,Washington County,Wisconsin,7224,-654,21,7878,
WI-133,Waukesha County,Wisconsin,6813,-748,16,7561,
WI-135,Waupaca County,Wisconsin,7362,-1011,11,8373,
WI-137,Waushara County,Wisconsin,7361,-901,14,8262,
WI-139,Winnebago County,Wisconsin,7115,-927,13,8042,
WI-141,Wood County,Wisconsin,7721,-838,15,8559,
WY-001,Albany County,Wyoming,8494,-863,12,9357,
WY-003,Big Horn County,Wyoming,7845,-955,10,8800,
WY-005,Campbell County,Wyoming,7494,-702,18,8196,
WY-007,Carbon County,Wyoming,8407,-690,17,9097,
WY-009,Converse County,Wyoming,7543,-554,24,8097,
WY-011,Crook County,Wyoming,7718,-647,24,8365,
WY-013,Fremont County,Wyoming,8701,-588,23,9289,
WY-015,Goshen County,Wyoming,6512,-843,9,7355,
WY-017,Hot Springs County,Wyoming,7832,-679,16,8511,
WY-019,Johnson County,Wyoming,7793,-637,22,8430,
WY-021,Laramie County,Wyoming,6962,-812,12,7774,
WY-023,Lincoln County,Wyoming,9486,-641,20,10127,
WY-025,Natrona County,Wyoming,7882,-524,28,8406,
WY-027,Niobrara County,Wyoming,7029,-787,12,7816,
WY-029,Park County,Wyoming,9249,-784,13,10033,
WY-031,Platte County,Wyoming,6744,-758,12,7502,
WY-033,Sheridan County,Wyoming,7862,-863,10,8725,
WY-035,Sublette County,Wyoming,10554,-462,33,11016,
WY-037,Sweetwater County,Wyoming,8526,-432,40,8958,
WY-039,Teton County,Wyoming,10747,-392,32,11139,
WY-041,Uinta County,Wyoming,8974,-463,30,9437,
WY-043,Washakie County,Wyoming,7590,-618,23,8208,
WY-045,Weston County,Wyoming,7555,-644,20,8199,
