# Title: January - December 2020 Contiguous U.S. County Cooling Degree Days
# Units: Fahrenheit Degree-Days
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
MT-061,Mineral County,Montana,106,18,88,88
MT-063,Missoula County,Montana,94,16,86,78
MT-065,Musselshell County,Montana,479,36,84,443
MT-067,Park County,Montana,74,28,106,46
MT-069,Petroleum County,Montana,601,70,96,531
MT-071,Phillips County,Montana,461,27,75,434
MT-073,Pondera County,Montana,206,56,100,150
MT-075,Powder River County,Montana,698,171,109,527
MT-077,Powell County,Montana,63,22,101,41
MT-079,Prairie County,Montana,657,105,104,552
MT-081,Ravalli County,Montana,43,6,77,37
MT-083,Richland County,Montana,558,91,100,467
MT-085,Roosevelt County,Montana,474,53,88,421
MT-087,Rosebud County,Montana,621,108,105,513
MT-089,Sanders County,Montana,142,32,93,110
MT-091,Sheridan County,Montana,388,48,90,340
MT-093,Silver Bow County,Montana,85,32,106,53
MT-095,Stillwater County,Montana,264,43,92,221
MT-097,Sweet Grass County,Montana,189,40,97,149
MT-099,Teton County,Montana,168,44,99,124
MT-101,Toole County,Montana,245,15,74,230
MT-103,Treasure County,Montana,591,75,97,516
MT-105,Valley County,Montana,426,34,81,392
MT-107,Wheatland County,Montana,218,40,96,178
MT-109,Wibaux County,Montana,564,60,89,504
MT-111,Yellowstone County,Montana,575,96,101,479
NE-001,Adams County,Nebraska,1163,126,98,1037
NE-003,Antelope County,Nebraska,924,39,79,885
NE-005,Arthur County,Nebraska,842,189,115,653
NE-007,Banner County,Nebraska,759,289,124,470
NE-009,Blaine County,Nebraska,887,58,83,829
NE-011,Boone County,Nebraska,962,86,87,876
NE-013,Box Butte County,Nebraska,770,234,121,536
NE-015,Boyd County,Nebraska,1028,111,97,917
NE-017,Brown County,Nebraska,952,145,110,807
NE-019,Buffalo County,Nebraska,1090,133,97,957
NE-021,Burt County,Nebraska,1088,154,104,934
NE-023,Butler County,Nebraska,1060,60,79,1000
NE-025,Cass County,Nebraska,1165,53,79,1112
NE-027,Cedar County,Nebraska,1027,158,113,869
NE-029,Chase County,Nebraska,1131,239,116,892
NE-031,Cherry County,Nebraska,848,181,113,667
NE-033,Cheyenne County,Nebraska,836,239,117,597
NE-035,Clay County,Nebraska,1155,88,82,1067
NE-037,Colfax County,Nebraska,1131,181,109,950
NE-039,Cuming County,Nebraska,1076,157,104,919
NE-041,Custer County,Nebraska,897,100,92,797
NE-043,Dakota County,Nebraska,1069,174,112,895
NE-045,Dawes County,Nebraska,885,265,122,620
NE-047,Dawson County,Nebraska,997,81,89,916
NE-049,Deuel County,Nebraska,958,218,115,740
NE-051,Dixon County,Nebraska,1025,148,109,877
NE-053,Dodge County,Nebraska,1172,193,108,979
NE-055,Douglas County,Nebraska,1215,156,97,1059
NE-057,Dundy County,Nebraska,1158,197,108,961
NE-059,Fillmore County,Nebraska,1103,-20,68,1123
NE-061,Franklin County,Nebraska,1225,121,90,1104
NE-063,Frontier County,Nebraska,1089,140,101,949
NE-065,Furnas County,Nebraska,1158,61,80,1097
NE-067,Gage County,Nebraska,1154,-37,62,1191
NE-069,Garden County,Nebraska,864,261,124,603
NE-071,Garfield County,Nebraska,863,71,84,792
NE-073,Gosper County,Nebraska,1075,80,87,995
NE-075,Grant County,Nebraska,773,196,116,577
NE-077,Greeley County,Nebraska,946,87,89,859
NE-079,Hall County,Nebraska,1145,142,101,1003
NE-081,Hamilton County,Nebraska,1157,114,93,1043
NE-083,Harlan County,Nebraska,1231,106,86,1125
NE-085,Hayes County,Nebraska,1084,154,104,930
NE-087,Hitchcock County,Nebraska,1169,126,94,1043
NE-089,Holt County,Nebraska,919,103,96,816
NE-091,Hooker County,Nebraska,790,100,95,690
NE-093,Howard County,Nebraska,1082,135,98,947
NE-095,Jefferson County,Nebraska,1176,-10,63,1186
NE-097,Johnson County,Nebraska,1128,-39,60,1167
NE-099,Kearney County,Nebraska,1120,103,90,1017
NE-101,Keith County,Nebraska,1012,206,115,806
NE-103,Keya Paha County,Nebraska,966,147,106,819
NE-105,Kimball County,Nebraska,689,264,124,425
NE-107,Knox County,Nebraska,1013,114,96,899
NE-109,Lancaster County,Nebraska,1154,32,73,1122
NE-111,Lincoln County,Nebraska,990,149,107,841
NE-113,Logan County,Nebraska,854,75,88,779
NE-115,Loup County,Nebraska,873,80,90,793
NE-117,McPherson County,Nebraska,845,120,99,725
NE-119,Madison County,Nebraska,1017,97,89,920
NE-121,Merrick County,Nebraska,1166,147,99,1019
NE-123,Morrill County,Nebraska,895,305,124,590
NE-125,Nance County,Nebraska,1094,142,99,952
NE-127,Nemaha County,Nebraska,1173,-19,69,1192
NE-129,Nuckolls County,Nebraska,1184,52,76,1132
NE-131,Otoe County,Nebraska,1152,-10,70,1162
NE-133,Pawnee County,Nebraska,1164,-30,67,1194
NE-135,Perkins County,Nebraska,1042,213,115,829
NE-137,Phelps County,Nebraska,1101,94,88,1007
NE-139,Pierce County,Nebraska,990,103,93,887
NE-141,Platte County,Nebraska,1081,148,97,933
NE-143,Polk County,Nebraska,1113,88,83,1025
NE-145,Red Willow County,Nebraska,1222,176,103,1046
NE-147,Richardson County,Nebraska,1213,1,68,1212
NE-149,Rock County,Nebraska,909,132,107,777
NE-151,Saline County,Nebraska,1091,-52,52,1143
NE-153,Sarpy County,Nebraska,1210,118,91,1092
NE-155,Saunders County,Nebraska,1187,147,97,1040
NE-157,Scotts Bluff County,Nebraska,893,321,124,572
NE-159,Seward County,Nebraska,1059,-9,61,1068
NE-161,Sheridan County,Nebraska,801,240,120,561
NE-163,Sherman County,Nebraska,1011,134,101,877
NE-165,Sioux County,Nebraska,715,249,124,466
NE-167,Stanton County,Nebraska,1079,163,108,916
NE-169,Thayer County,Nebraska,1174,9,67,1165
NE-171,Thomas County,Nebraska,860,55,83,805
NE-173,Thurston County,Nebraska,1052,169,113,883
NE-175,Valley County,Nebraska,924,98,94,826
NE-177,Washington County,Nebraska,1180,166,100,1014
NE-179,Wayne County,Nebraska,1040,166,112,874
NE-181,Webster County,Nebraska,1207,90,84,1117
NE-183,Wheeler County,Nebraska,889,63,86,826
NE-185,York County,Nebraska,1100,16,77,1084
NV-001,Churchill County,Nevada,891,262,122,629
NV-003,Clark County,Nevada,3025,723,129,2302
NV-005,Douglas County,Nevada,487,226,126,261
NV-007,Elko County,Nevada,362,123,113,239
NV-009,Esmeralda County,Nevada,1205,529,127,676
NV-011,Eureka County,Nevada,483,218,123,265
NV-013,Humboldt County,Nevada,708,235,124,473
NV-015,Lander County,Nevada,639,257,125,382
NV-017,Lincoln County,Nevada,1364,413,126,951
NV-019,Lyon County,Nevada,801,303,125,498
NV-021,Mineral County,Nevada,845,389,128,456
NV-023,Nye County,Nevada,1021,406,126,615
NV-027,Pershing County,Nevada,902,287,126,615
NV-029,Storey County,Nevada,778,325,126,453
NV-031,Washoe County,Nevada,646,250,126,396
NV-033,White Pine County,Nevada,484,219,126,265
NV-510,Carson City,Nevada,634,293,127,341
NH-001,Belknap County,New Hampshire,440,198,125,242
NH-003,Carroll County,New Hampshire,318,146,126,172
NH-005,Cheshire County,New Hampshire,428,211,127,217
NH-007,Coos County,New Hampshire,153,73,120,80
NH-009,Grafton County,New Hampshire,259,135,128,124
NH-011,Hillsborough County,New Hampshire,560,272,127,288
NH-013,Merrimack County,New Hampshire,483,238,128,245
NH-015,Rockingham County,New Hampshire,583,249,126,334
NH-017,Strafford County,New Hampshire,476,196,123,280
NH-019,Sullivan County,New Hampshire,361,199,128,162
NJ-001,Atlantic County,New Jersey,1155,394,123,761
NJ-003,Bergen County,New Jersey,1130,432,125,698
NJ-005,Burlington County,New Jersey,1177,346,119,831
NJ-007,Camden County,New Jersey,1228,326,119,902
NJ-009,Cape May County,New Jersey,1167,394,123,773
NJ-011,Cumberland County,New Jersey,1194,364,119,830
NJ-013,Essex County,New Jersey,1170,456,126,714
NJ-015,Gloucester County,New Jersey,1246,315,119,931
NJ-017,Hudson County,New Jersey,1303,431,123,872
NJ-019,Hunterdon County,New Jersey,905,361,124,544
NJ-021,Mercer County,New Jersey,1114,371,120,743
NJ-023,Middlesex County,New Jersey,1183,431,122,752
NJ-025,Monmouth County,New Jersey,1236,487,126,749
NJ-027,Morris County,New Jersey,829,351,125,478
NJ-029,Ocean County,New Jersey,1172,440,125,732
NJ-031,Passaic County,New Jersey,893,389,128,504
NJ-033,Salem County,New Jersey,1229,295,118,934
NJ-035,Somerset County,New Jersey,1032,389,122,643
NJ-037,Sussex County,New Jersey,668,270,124,398
NJ-039,Union County,New Jersey,1197,438,123,759
NJ-041,Warren County,New Jersey,731,283,122,448
NM-001,Bernalillo County,New Mexico,1048,396,127,652
NM-003,Catron County,New Mexico,342,200,128,142
NM-005,Chaves County,New Mexico,1898,671,126,1227
NM-006,Cibola County,New Mexico,483,221,126,262
NM-007,Colfax County,New Mexico,299,136,125,163
NM-009,Curry County,New Mexico,1582,531,126,1051
NM-011,De Baca County,New Mexico,1843,690,129,1153
NM-013,Dona Ana County,New Mexico,2175,618,128,1557
NM-015,Eddy County,New Mexico,2310,703,127,1607
NM-017,Grant County,New Mexico,1293,564,129,729
NM-019,Guadalupe County,New Mexico,1304,486,128,818
NM-021,Harding County,New Mexico,1246,418,128,828
NM-023,Hidalgo County,New Mexico,1926,624,129,1302
NM-025,Lea County,New Mexico,2036,567,124,1469
NM-027,Lincoln County,New Mexico,1050,461,127,589
NM-028,Los Alamos County,New Mexico,381,237,128,144
NM-029,Luna County,New Mexico,2181,673,129,1508
NM-031,McKinley County,New Mexico,642,311,129,331
NM-033,Mora County,New Mexico,390,237,128,153
NM-035,Otero County,New Mexico,1460,522,127,938
NM-037,Quay County,New Mexico,1720,502,127,1218
NM-039,Rio Arriba County,New Mexico,285,172,128,113
NM-041,Roosevelt County,New Mexico,1667,530,125,1137
NM-043,Sandoval County,New Mexico,717,341,128,376
NM-045,San Juan County,New Mexico,984,356,126,628
NM-047,San Miguel County,New Mexico,940,365,128,575
NM-049,Santa Fe County,New Mexico,579,289,128,290
NM-051,Sierra County,New Mexico,1469,470,128,999
NM-053,Socorro County,New Mexico,1055,417,128,638
NM-055,Taos County,New Mexico,91,70,125,21
NM-057,Torrance County,New Mexico,706,367,127,339
NM-059,Union County,New Mexico,895,229,120,666
NM-061,Valencia County,New Mexico,1284,421,127,863
NY-001,Albany County,New York,583,185,121,398
NY-003,Allegany County,New York,439,175,123,264
NY-005,Bronx County,New York,1270,415,123,855
NY-007,Broome County,New York,478,149,116,329
NY-009,Cattaraugus County,New York,406,158,124,248
NY-011,Cayuga County,New York,576,185,121,391
NY-013,Chautauqua County,New York,518,185,122,333
NY-015,Chemung County,New York,559,212,125,347
NY-017,Chenango County,New York,396,138,120,258
NY-019,Clinton County,New York,388,169,125,219
NY-021,Columbia County,New York,677,262,125,415
NY-023,Cortland County,New York,408,144,120,264
NY-025,Delaware County,New York,299,104,117,195
NY-027,Dutchess County,New York,824,372,127,452
NY-029,Erie County,New York,602,232,123,370
NY-031,Essex County,New York,230,102,120,128
NY-033,Franklin County,New York,288,141,125,147
NY-035,Fulton County,New York,410,145,120,265
NY-037,Genesee County,New York,576,200,118,376
NY-039,Greene County,New York,426,165,123,261
NY-041,Hamilton County,New York,188,89,122,99
NY-043,Herkimer County,New York,317,140,124,177
NY-045,Jefferson County,New York,516,219,122,297
NY-047,Kings County,New York,1294,408,121,886
NY-049,Lewis County,New York,338,170,125,168
NY-051,Livingston County,New York,589,196,120,393
NY-053,Madison County,New York,440,173,122,267
NY-055,Monroe County,New York,663,215,118,448
NY-057,Montgomery County,New York,574,159,117,415
NY-059,Nassau County,New York,1109,380,122,729
NY-061,New York County,New York,1311,422,123,889
NY-063,Niagara County,New York,676,229,118,447
NY-065,Oneida County,New York,474,182,123,292
NY-067,Onondaga County,New York,604,228,125,376
NY-069,Ontario County,New York,580,180,117,400
NY-071,Orange County,New York,744,309,124,435
NY-073,Orleans County,New York,654,231,122,423
NY-075,Oswego County,New York,569,243,125,326
NY-077,Otsego County,New York,327,100,112,227
NY-079,Putnam County,New York,851,384,128,467
NY-081,Queens County,New York,1218,380,122,838
NY-083,Rensselaer County,New York,565,232,126,333
NY-085,Richmond County,New York,1304,447,121,857
NY-087,Rockland County,New York,987,407,126,580
NY-089,St. Lawrence County,New York,424,201,126,223
NY-091,Saratoga County,New York,527,198,124,329
NY-093,Schenectady County,New York,589,189,121,400
NY-095,Schoharie County,New York,383,124,118,259
NY-097,Schuyler County,New York,523,191,121,332
NY-099,Seneca County,New York,632,174,117,458
NY-101,Steuben County,New York,479,184,123,295
NY-103,Suffolk County,New York,859,340,122,519
NY-105,Sullivan County,New York,432,185,124,247
NY-107,Tioga County,New York,525,179,121,346
NY-109,Tompkins County,New York,498,150,116,348
NY-111,Ulster County,New York,563,259,126,304
NY-113,Warren County,New York,317,130,122,187
NY-115,Washington County,New York,501,203,125,298
NY-117,Wayne County,New York,602,170,114,432
NY-119,Westchester County,New York,996,398,124,598
NY-121,Wyoming County,New York,458,185,122,273
NY-123,Yates County,New York,583,197,120,386
NC-001,Alamance County,North Carolina,1367,54,72,1313
NC-003,Alexander County,North Carolina,1157,36,72,1121
NC-005,Alleghany County,North Carolina,491,100,105,391
NC-007,Anson County,North Carolina,1765,85,81,1680
NC-009,Ashe County,North Carolina,384,92,106,292
NC-011,Avery County,North Carolina,314,99,116,215
NC-013,Beaufort County,North Carolina,1839,215,109,1624
NC-015,Bertie County,North Carolina,1666,230,112,1436
NC-017,Bladen County,North Carolina,1859,155,97,1704
NC-019,Brunswick County,North Carolina,1993,228,111,1765
NC-021,Buncombe County,North Carolina,646,73,89,573
NC-023,Burke County,North Carolina,1108,41,70,1067
NC-025,Cabarrus County,North Carolina,1500,11,68,1489
NC-027,Caldwell County,North Carolina,1083,58,78,1025
NC-029,Camden County,North Carolina,1735,345,122,1390
NC-031,Carteret County,North Carolina,2000,233,113,1767
NC-033,Caswell County,North Carolina,1341,56,73,1285
NC-035,Catawba County,North Carolina,1307,62,79,1245
NC-037,Chatham County,North Carolina,1511,78,82,1433
NC-039,Cherokee County,North Carolina,866,-41,49,907
NC-041,Chowan County,North Carolina,1779,292,115,1487
NC-043,Clay County,North Carolina,695,51,83,644
NC-045,Cleveland County,North Carolina,1400,61,78,1339
NC-047,Columbus County,North Carolina,1926,186,102,1740
NC-049,Craven County,North Carolina,1825,200,107,1625
NC-051,Cumberland County,North Carolina,1853,158,96,1695
NC-053,Currituck County,North Carolina,1770,360,121,1410
NC-055,Dare County,North Carolina,1796,170,98,1626
NC-057,Davidson County,North Carolina,1329,30,69,1299
NC-059,Davie County,North Carolina,1309,107,87,1202
NC-061,Duplin County,North Carolina,1715,113,90,1602
NC-063,Durham County,North Carolina,1476,137,92,1339
NC-065,Edgecombe County,North Carolina,1671,183,108,1488
NC-067,Forsyth County,North Carolina,1268,89,82,1179
NC-069,Franklin County,North Carolina,1555,211,112,1344
NC-071,Gaston County,North Carolina,1581,185,102,1396
NC-073,Gates County,North Carolina,1611,220,115,1391
NC-075,Graham County,North Carolina,614,2,68,612
NC-077,Granville County,North Carolina,1445,216,109,1229
NC-079,Greene County,North Carolina,1716,114,89,1602
NC-081,Guilford County,North Carolina,1311,45,71,1266
NC-083,Halifax County,North Carolina,1571,183,104,1388
NC-085,Harnett County,North Carolina,1729,143,94,1586
NC-087,Haywood County,North Carolina,311,35,80,276
NC-089,Henderson County,North Carolina,732,36,75,696
NC-091,Hertford County,North Carolina,1572,181,103,1391
NC-093,Hoke County,North Carolina,1787,165,94,1622
NC-095,Hyde County,North Carolina,1930,219,112,1711
NC-097,Iredell County,North Carolina,1323,125,94,1198
NC-099,Jackson County,North Carolina,419,42,82,377
NC-101,Johnston County,North Carolina,1746,181,104,1565
NC-103,Jones County,North Carolina,1757,182,107,1575
NC-105,Lee County,North Carolina,1618,113,89,1505
NC-107,Lenoir County,North Carolina,1691,87,83,1604
NC-109,Lincoln County,North Carolina,1423,125,92,1298
NC-111,McDowell County,North Carolina,933,16,61,917
NC-113,Macon County,North Carolina,562,77,98,485
NC-115,Madison County,North Carolina,748,74,85,674
NC-117,Martin County,North Carolina,1735,244,115,1491
NC-119,Mecklenburg County,North Carolina,1615,146,96,1469
NC-121,Mitchell County,North Carolina,386,55,90,331
NC-123,Montgomery County,North Carolina,1590,64,77,1526
NC-125,Moore County,North Carolina,1652,141,92,1511
NC-127,Nash County,North Carolina,1593,188,106,1405
NC-129,New Hanover County,North Carolina,2037,263,116,1774
NC-131,Northampton County,North Carolina,1549,171,102,1378
NC-133,Onslow County,North Carolina,1871,224,113,1647
NC-135,Orange County,North Carolina,1375,104,84,1271
NC-137,Pamlico County,North Carolina,1919,177,103,1742
NC-139,Pasquotank County,North Carolina,1772,352,122,1420
NC-141,Pender County,North Carolina,1870,198,106,1672
NC-143,Perquimans County,North Carolina,1771,325,121,1446
NC-145,Person County,North Carolina,1337,151,99,1186
NC-147,Pitt County,North Carolina,1756,164,104,1592
NC-149,Polk County,North Carolina,1211,-37,46,1248
NC-151,Randolph County,North Carolina,1410,29,69,1381
NC-153,Richmond County,North Carolina,1769,122,87,1647
NC-155,Robeson County,North Carolina,1906,148,93,1758
NC-157,Rockingham County,North Carolina,1305,58,73,1247
NC-159,Rowan County,North Carolina,1366,35,74,1331
NC-161,Rutherford County,North Carolina,1287,13,62,1274
NC-163,Sampson County,North Carolina,1754,119,91,1635
NC-165,Scotland County,North Carolina,1819,153,91,1666
NC-167,Stanly County,North Carolina,1575,0,65,1575
NC-169,Stokes County,North Carolina,1196,101,87,1095
NC-171,Surry County,North Carolina,1047,97,89,950
NC-173,Swain County,North Carolina,419,34,79,385
NC-175,Transylvania County,North Carolina,582,62,90,520
NC-177,Tyrrell County,North Carolina,1858,280,117,1578
NC-179,Union County,North Carolina,1645,104,84,1541
NC-181,Vance County,North Carolina,1490,240,113,1250
NC-183,Wake County,North Carolina,1596,159,99,1437
NC-185,Warren County,North Carolina,1531,227,114,1304
NC-187,Washington County,North Carolina,1799,287,116,1512
NC-189,Watauga County,North Carolina,399,116,114,283
NC-191,Wayne County,North Carolina,1750,148,100,1602
NC-193,Wilkes County,North Carolina,1067,119,96,948
NC-195,Wilson County,North Carolina,1697,162,101,1535
NC-197,Yadkin County,North Carolina,1207,123,94,1084
NC-199,Yancey County,North Carolina,342,27,77,315
ND-001,Adams County,North Dakota,537,66,87,471
ND-003,Barnes County,North Dakota,573,148,119,425
ND-005,Benson County,North Dakota,486,132,116,354
ND-007,Billings County,North Dakota,538,66,91,472
ND-009,Bottineau County,North Dakota,456,110,108,346
ND-011,Bowman County,North Dakota,597,123,108,474
ND-013,Burke County,North Dakota,379,68,94,311
ND-015,Burleigh County,North Dakota,600,136,114,464
ND-017,Cass County,North Dakota,622,126,111,496
ND-019,Cavalier County,North Dakota,404,124,116,280
ND-021,Dickey County,North Dakota,604,108,107,496
ND-023,Divide County,North Dakota,415,97,104,318
ND-025,Dunn County,North Dakota,520,78,98,442
ND-027,Eddy County,North Dakota,532,141,119,391
ND-029,Emmons County,North Dakota,620,78,97,542
ND-031,Foster County,North Dakota,544,141,120,403
ND-033,Golden Valley County,North Dakota,542,56,89,486
ND-035,Grand Forks County,North Dakota,577,148,117,429
ND-037,Grant County,North Dakota,563,44,81,519
ND-039,Griggs County,North Dakota,533,139,118,394
ND-041,Hettinger County,North Dakota,527,70,90,457
ND-043,Kidder County,North Dakota,556,125,111,431
ND-045,LaMoure County,North Dakota,592,125,111,467
ND-047,Logan County,North Dakota,535,89,103,446
ND-049,McHenry County,North Dakota,512,103,108,409
ND-051,McIntosh County,North Dakota,550,91,102,459
ND-053,McKenzie County,North Dakota,510,58,90,452
ND-055,McLean County,North Dakota,549,118,113,431
ND-057,Mercer County,North Dakota,561,98,104,463
ND-059,Morton County,North Dakota,581,88,95,493
ND-061,Mountrail County,North Dakota,427,70,95,357
ND-063,Nelson County,North Dakota,514,154,121,360
ND-065,Oliver County,North Dakota,553,71,97,482
ND-067,Pembina County,North Dakota,522,159,117,363
ND-069,Pierce County,North Dakota,473,133,117,340
ND-071,Ramsey County,North Dakota,480,130,117,350
ND-073,Ransom County,North Dakota,612,106,101,506
ND-075,Renville County,North Dakota,443,73,92,370
ND-077,Richland County,North Dakota,676,145,112,531
ND-079,Rolette County,North Dakota,407,154,122,253
ND-081,Sargent County,North Dakota,627,87,99,540
ND-083,Sheridan County,North Dakota,527,122,118,405
ND-085,Sioux County,North Dakota,623,63,88,560
ND-087,Slope County,North Dakota,575,87,99,488
ND-089,Stark County,North Dakota,552,92,104,460
ND-091,Steele County,North Dakota,507,81,99,426
ND-093,Stutsman County,North Dakota,567,144,119,423
ND-095,Towner County,North Dakota,437,159,121,278
ND-097,Traill County,North Dakota,560,76,93,484
ND-099,Walsh County,North Dakota,537,176,121,361
ND-101,Ward County,North Dakota,471,81,99,390
ND-103,Wells County,North Dakota,496,110,116,386
ND-105,Williams County,North Dakota,463,84,98,379
OH-001,Adams County,Ohio,1004,115,91,889
OH-003,Allen County,Ohio,954,162,104,792
OH-005,Ashland County,Ohio,752,176,109,576
OH-007,Ashtabula County,Ohio,622,182,115,440
OH-009,Athens County,Ohio,899,119,94,780
OH-011,Auglaize County,Ohio,906,124,91,782
OH-013,Belmont County,Ohio,800,117,99,683
OH-015,Brown County,Ohio,969,100,85,869
OH-017,Butler County,Ohio,1071,117,86,954
OH-019,Carroll County,Ohio,763,185,109,578
OH-021,Champaign County,Ohio,830,76,86,754
OH-023,Clark County,Ohio,927,129,91,798
OH-025,Clermont County,Ohio,1054,99,82,955
OH-027,Clinton County,Ohio,938,135,98,803
OH-029,Columbiana County,Ohio,688,152,106,536
OH-031,Coshocton County,Ohio,803,144,101,659
OH-033,Crawford County,Ohio,869,228,115,641
OH-035,Cuyahoga County,Ohio,808,176,104,632
OH-037,Darke County,Ohio,880,103,88,777
OH-039,Defiance County,Ohio,929,177,107,752
OH-041,Delaware County,Ohio,930,114,93,816
OH-043,Erie County,Ohio,912,153,103,759
OH-045,Fairfield County,Ohio,914,111,90,803
OH-047,Fayette County,Ohio,956,168,101,788
OH-049,Franklin County,Ohio,1030,140,95,890
OH-051,Fulton County,Ohio,907,204,111,703
OH-053,Gallia County,Ohio,993,73,79,920
OH-055,Geauga County,Ohio,621,193,115,428
OH-057,Greene County,Ohio,996,159,100,837
OH-059,Guernsey County,Ohio,803,114,94,689
OH-061,Hamilton County,Ohio,1138,109,82,1029
OH-063,Hancock County,Ohio,1009,238,115,771
OH-065,Hardin County,Ohio,939,197,109,742
OH-067,Harrison County,Ohio,803,168,110,635
OH-069,Henry County,Ohio,982,223,112,759
OH-071,Highland County,Ohio,916,112,90,804
OH-073,Hocking County,Ohio,855,90,83,765
OH-075,Holmes County,Ohio,746,148,105,598
OH-077,Huron County,Ohio,829,166,106,663
OH-079,Jackson County,Ohio,934,93,83,841
OH-081,Jefferson County,Ohio,778,119,100,659
OH-083,Knox County,Ohio,711,90,88,621
OH-085,Lake County,Ohio,740,218,117,522
OH-087,Lawrence County,Ohio,1106,183,109,923
OH-089,Licking County,Ohio,826,115,91,711
OH-091,Logan County,Ohio,821,103,91,718
OH-093,Lorain County,Ohio,784,87,89,697
OH-095,Lucas County,Ohio,1060,283,118,777
OH-097,Madison County,Ohio,946,146,99,800
OH-099,Mahoning County,Ohio,694,211,117,483
OH-101,Marion County,Ohio,944,191,110,753
OH-103,Medina County,Ohio,793,180,106,613
OH-105,Meigs County,Ohio,901,39,76,862
OH-107,Mercer County,Ohio,875,104,91,771
OH-109,Miami County,Ohio,1022,176,106,846
OH-111,Monroe County,Ohio,816,90,92,726
OH-113,Montgomery County,Ohio,1107,209,110,898
OH-115,Morgan County,Ohio,866,109,93,757
OH-117,Morrow County,Ohio,784,140,103,644
OH-119,Muskingum County,Ohio,863,150,98,713
OH-121,Noble County,Ohio,843,111,93,732
OH-123,Ottawa County,Ohio,1032,240,119,792
OH-125,Paulding County,Ohio,922,133,100,789
OH-127,Perry County,Ohio,832,120,93,712
OH-129,Pickaway County,Ohio,1031,124,93,907
OH-131,Pike County,Ohio,1005,147,99,858
OH-133,Portage County,Ohio,745,258,121,487
OH-135,Preble County,Ohio,883,86,85,797
OH-137,Putnam County,Ohio,978,187,109,791
OH-139,Richland County,Ohio,773,215,117,558
OH-141,Ross County,Ohio,1007,138,97,869
OH-143,Sandusky County,Ohio,993,214,115,779
OH-145,Scioto County,Ohio,1059,161,105,898
OH-147,Seneca County,Ohio,933,210,115,723
OH-149,Shelby County,Ohio,877,104,87,773
OH-151,Stark County,Ohio,862,294,123,568
OH-153,Summit County,Ohio,901,300,122,601
OH-155,Trumbull County,Ohio,661,195,116,466
OH-157,Tuscarawas County,Ohio,835,198,111,637
OH-159,Union County,Ohio,916,126,95,790
OH-161,Van Wert County,Ohio,908,121,92,787
OH-163,Vinton County,Ohio,857,64,80,793
OH-165,Warren County,Ohio,1084,155,99,929
OH-167,Washington County,Ohio,991,163,101,828
OH-169,Wayne County,Ohio,782,185,109,597
OH-171,Williams County,Ohio,841,174,106,667
OH-173,Wood County,Ohio,1040,255,116,785
OH-175,Wyandot County,Ohio,980,232,112,748
OK-001,Adair County,Oklahoma,1533,-55,54,1588
OK-003,Alfalfa County,Oklahoma,1732,-107,40,1839
OK-005,Atoka County,Oklahoma,1990,-77,50,2067
OK-007,Beaver County,Oklahoma,1619,29,71,1590
OK-009,Beckham County,Oklahoma,1996,138,89,1858
OK-011,Blaine County,Oklahoma,1820,-59,50,1879
OK-013,Bryan County,Oklahoma,2150,-33,59,2183
OK-015,Caddo County,Oklahoma,1870,-68,48,1938
OK-017,Canadian County,Oklahoma,1815,-76,46,1891
OK-019,Carter County,Oklahoma,1970,-238,22,2208
OK-021,Cherokee County,Oklahoma,1623,-153,34,1776
OK-023,Choctaw County,Oklahoma,2046,2,65,2044
OK-025,Cimarron County,Oklahoma,1275,121,94,1154
OK-027,Cleveland County,Oklahoma,1793,-185,29,1978
OK-029,Coal County,Oklahoma,1930,-153,34,2083
OK-031,Comanche County,Oklahoma,2001,-79,48,2080
OK-033,Cotton County,Oklahoma,2146,-129,40,2275
OK-035,Craig County,Oklahoma,1577,-194,22,1771
OK-037,Creek County,Oklahoma,1793,-129,39,1922
OK-039,Custer County,Oklahoma,1838,-4,60,1842
OK-041,Delaware County,Oklahoma,1535,-123,37,1658
OK-043,Dewey County,Oklahoma,1731,-23,59,1754
OK-045,Ellis County,Oklahoma,1693,56,79,1637
OK-047,Garfield County,Oklahoma,1747,-117,33,1864
OK-049,Garvin County,Oklahoma,1859,-249,22,2108
OK-051,Grady County,Oklahoma,1852,-91,41,1943
OK-053,Grant County,Oklahoma,1716,-127,38,1843
OK-055,Greer County,Oklahoma,2095,63,75,2032
OK-057,Harmon County,Oklahoma,2233,146,89,2087
OK-059,Harper County,Oklahoma,1703,-28,58,1731
OK-061,Haskell County,Oklahoma,1846,-136,34,1982
OK-063,Hughes County,Oklahoma,1828,-157,31,1985
OK-065,Jackson County,Oklahoma,2230,39,71,2191
OK-067,Jefferson County,Oklahoma,2109,-216,28,2325
OK-069,Johnston County,Oklahoma,1930,-185,28,2115
OK-071,Kay County,Oklahoma,1738,-104,46,1842
OK-073,Kingfisher County,Oklahoma,1853,-152,31,2005
OK-075,Kiowa County,Oklahoma,2041,10,63,2031
OK-077,Latimer County,Oklahoma,1795,-99,46,1894
OK-079,Le Flore County,Oklahoma,1709,-62,47,1771
OK-081,Lincoln County,Oklahoma,1773,-239,22,2012
OK-083,Logan County,Oklahoma,1784,-186,25,1970
OK-085,Love County,Oklahoma,2099,-195,30,2294
OK-087,McClain County,Oklahoma,1831,-153,29,1984
